"D" "sigma" "z" "logLik" "AIC" "maxgrad"
5176.11545627 6.59517132615 5.6172896983 -1047.48 2100.96 -7.33688e-05
5185.53034971 6.93766668855 7.01371475802 -1039.86 2085.72 -4.21997e-07
4773.70688065 6.99563604178 5.97504686835 -1027.46 2060.92 -8.52279e-05
5066.59954557 6.74381382772 5.7862560416 -1043.69 2093.38 -0.000694819
5435.34628247 6.57494323371 7.25737792167 -975.735 1957.47 -2.84991e-05
5147.25840517 6.74467394969 5.89489055427 -1059.97 2125.94 -2.45605e-06
4906.29996506 6.93033160559 6.28533478922 -1004.68 2015.36 -0.000455155
5346.75739975 6.8405388486 6.59247575697 -1049.97 2105.94 -0.00594254
5278.06154625 6.70151923503 6.38820344561 -1022.87 2051.74 -0.0179063
5609.31958012 6.35341181083 6.6185425047 -968.556 1943.112 -0.00149739
5259.60403281 6.76421612751 6.61317843977 -1036.74 2079.48 -5.18852e-07
5456.46117584 6.84634571223 8.06167131945 -1000.68 2007.36 -5.73022e-05
5218.69255248 6.91676552804 7.00927100986 -1020.72 2047.44 -0.0180537
5235.81192264 6.94363291201 5.55750404692 -1145.65 2297.3 -0.00103253
4733.40548497 6.99221375364 6.99032675671 -954.194 1914.388 -0.000689675
5365.45508542 6.97608851074 8.29493505624 -1003.94 2013.88 -2.70362e-05
4822.89069232 7.3100408495 8.03022275507 -982.238 1970.476 -0.000126658
4828.2386754 7.04551268611 6.54384518065 -1026.58 2059.16 -3.57198e-06
5412.99437834 6.67720409346 6.6478382235 -1028.23 2062.46 -0.0012082
4832.26219382 6.7385289595 6.19614190344 -950.41 1906.82 -1.16737e-05
4820.20316744 6.65752307527 5.68593864436 -967.141 1940.282 -0.00698579
5428.04603176 6.68153756871 5.49318614488 -1126.25 2258.5 -4.73629e-07
4721.4042166 6.95362274699 8.01323705564 -898.01 1802.02 -0.000204913
5507.08273769 6.81401261158 6.59289764971 -1071.52 2149.04 -2.61748e-05
5298.58018569 6.85194085816 9.46738687581 -968.266 1942.532 -16639.9
4902.00172981 6.85907562639 6.04798604971 -1006.9 2019.8 -7.55471e-06
5163.83781632 6.79087942135 6.33551278153 -1058.66 2123.32 -0.00188
5368.42908396 6.78996211387 6.73089598459 -1059.81 2125.62 -9.95038e-06
4903.719147 7.35841202799 7.8512986511 -995.396 1996.792 -2.07726e-06
4508.62553607 7.22831140782 6.419341899 -984.12 1974.24 -8.86233e-07
5168.7201829 6.73673485721 5.89271226904 -1057.58 2121.16 -4.58289e-06
5287.77568727 6.99219776383 6.76058007984 -1066.84 2139.68 -1.44026e-05
5702.67553925 6.46510442662 5.93848293758 -1080.17 2166.34 -2.75807e-05
4426.25420953 6.90951820657 5.98862337766 -938.731 1883.462 -0.00101038
5319.96335676 6.74923853211 6.5539080595 -1034.52 2075.04 -0.0010676
5464.75393078 6.93050643273 5.96609591979 -1159.33 2324.66 -0.000180119
4982.13981525 6.71317292547 6.17065143716 -982.956 1971.912 -0.000555061
5147.54913909 6.68696424236 5.82016490779 -1048.35 2102.7 -0.000194295
5155.03848645 6.89260657808 6.55404349514 -1036.29 2078.58 -2.34932e-05
5557.81905646 6.74849946838 7.30674934249 -1039.84 2085.68 -3.95641e-05
4897.25092091 6.70218446109 5.95087199989 -985.223 1976.446 -0.00180414
5038.94376145 7.14002063619 6.26013156798 -1084.48 2174.96 -0.00989905
4953.04149579 6.61567529449 5.37426113499 -1043.05 2092.1 -0.00581462
5163.4232949 6.58323194554 6.16589706963 -989.917 1985.834 -3.97032e-05
4972.78884448 6.70877619393 6.5290903296 -956.086 1918.172 -0.00131066
5634.92254037 6.34193101816 5.25449329424 -1098.2 2202.4 -1.56643e-05
4960.43421237 6.56261647209 5.18804797816 -1044.2 2094.4 -3.59492e-05
NA NA NA NA NA NA
4575.33322869 6.61832218201 6.25505286603 -882.832 1771.664 -1.7859e-06
4802.07085265 6.98865399514 5.87074872228 -1040.59 2087.18 -2.85495e-05
5097.44543433 7.08344244896 6.44236714812 -1076.23 2158.46 -0.00643633
4715.10437912 6.91343391214 6.38705325046 -959.886 1925.772 -1.18864e-05
4745.05515199 7.03978576662 7.10962905709 -956.01 1918.02 -1.92443e-06
4690.43653905 7.02131941044 6.25181387379 -993.886 1993.772 -1.16214e-06
5054.1678587 6.74464438121 6.10968128386 -1000.97 2007.94 -6.06009e-06
4783.44297808 7.14582888385 6.47385562316 -1023.92 2053.84 -5.45165e-05
5206.49076701 6.86730737991 6.0329325337 -1090.86 2187.72 -1.09253e-06
5105.32022078 6.82361763569 6.28718482238 -1038.89 2083.78 -5.65755e-06
5330.97122839 6.55872214496 5.61765314946 -1057.81 2121.62 -0.022326
4988.13298022 6.97912437014 7.19025234869 -985.37 1976.74 -8.64796e-05
4431.79419889 6.74275060533 6.33929996212 -875.584 1757.168 -0.00127422
4988.45947115 6.40138703571 5.31409682821 -989.655 1985.31 -2.59557e-06
5460.05635654 6.63959424413 6.5010919999 -1047.62 2101.24 -1.75562e-06
5254.27349137 6.55504820073 6.45969271876 -994.403 1994.806 -5.8158e-05
5469.91332151 6.64425651287 5.82015386776 -1108.51 2223.02 -6.5002e-05
4795.29137828 7.05064920933 6.26090642912 -1043.22 2092.44 -0.00119491
5108.17916355 6.96702431755 6.98219920013 -1025.44 2056.88 -4.77835e-05
4966.27259364 6.68727224815 5.72254271901 -1019.48 2044.96 -0.000119507
4689.69413268 6.61106797817 5.83159019101 -939.982 1885.964 -6.59915e-06
5139.34969773 6.97340230992 7.0954346642 -1021.83 2049.66 -2.2317e-05
4885.99871667 6.88387395469 5.88659671213 -1021.76 2049.52 -0.00044802
5583.27927893 6.91017676537 7.1506499739 -1088.54 2183.08 -0.00162842
5035.93499407 6.56734645518 6.04366673174 -982.255 1970.51 -0.00289782
4779.25603403 6.88475063619 6.76251004118 -962.973 1931.946 -0.00605076
4363.54813143 7.21889685395 5.58653378837 -1033.51 2073.02 -0.000967534
5094.47286346 6.907548816 6.26437271937 -1046.83 2099.66 -1.3173e-06
4972.30442858 6.66112000349 5.41946466614 -1043.32 2092.64 -0.000544979
5066.09785541 6.80555332798 6.2447329207 -1008.14 2022.28 -0.0029035
5524.85892436 6.85036079348 8.66010540241 -983.99 1973.98 -1.53558e-06
5599.93102525 6.3487589 6.14926257195 -1015.69 2037.38 -0.000207755
4911.26843384 6.85146205855 6.20659345811 -1002.05 2010.1 -0.000388475
5196.58851394 6.57761808446 6.70638729668 -964.588 1935.176 -0.00975779
5036.56827473 6.75594584907 6.59637956426 -992.369 1990.738 -1.64424e-05
5042.16294835 6.9972913235 6.79383840001 -1015.91 2037.82 -3.07901e-05
4658.65016926 7.03677108203 6.52252625354 -958.004 1922.008 -7.61415e-07
5403.94793236 7.04583017314 6.44847859886 -1162.9 2331.8 -0.00149623
5191.71636499 6.76173330171 6.23023201421 -1033.94 2073.88 -9.99907e-05
5033.28041835 6.9668273221 5.87787751387 -1081.73 2169.46 -4.96249e-06
5634.21415929 6.5299377534 5.70310766046 -1120.42 2246.84 -0.0135064
NA NA NA NA NA NA
5811.31107411 6.63749424809 7.77024735651 -1021.93 2049.86 -4.02311e-08
4836.29773208 7.07305085298 6.22405718529 -1028.9 2063.8 -3.82127e-05
5337.98077025 6.69482920846 5.96758652671 -1069.89 2145.78 -0.00083752
5461.79219006 6.88368698548 6.56752539591 -1097.19 2200.38 -2.84948e-05
NA NA NA NA NA NA
4922.18069878 6.90895922706 6.69525971751 -993.305 1992.61 -0.000524728
5358.73127703 6.70291070385 6.72034423459 -1005.72 2017.44 -0.0193623
4870.32154008 6.89502515595 6.47997651849 -977.397 1960.794 -5.24765e-07
5131.63159315 6.46996182501 5.76799152991 -996.463 1998.926 -0.000988719
5420.57173295 6.74252820693 5.83880596219 -1133.91 2273.82 -8.2737e-05
4818.54893936 6.88798012345 6.2513541686 -973.117 1952.234 -0.000480056
5132.7173019 7.07264490101 7.56712071653 -1013.68 2033.36 -3.5891e-07
5114.66404608 7.20416483408 6.91059385666 -1070.46 2146.92 -0.00127123
4989.35372269 6.48257359935 5.39639067334 -987.586 1981.172 -0.000932832
5264.93427215 6.60878928764 6.46290887165 -999.666 2005.332 -0.000110996
5351.4554601 7.05192302042 7.11304447368 -1064.05 2134.1 -0.000279672
5559.44138223 7.00805239547 6.92788460348 -1118.81 2243.62 -0.016692
5095.78360127 6.65965690795 6.29363365855 -1007.04 2020.08 -2.18305e-05
5273.47145835 6.58682614039 5.81447324855 -1044.76 2095.52 -4.83263e-06
5200.43270119 6.68124783198 6.81763544281 -975.459 1956.918 -0.000195729
5338.9688048 6.3142390968 6.11817202043 -934.099 1874.198 -5.92668e-06
5602.29669598 6.4865666577 6.3317731123 -1025.97 2057.94 -0.0199335
4104.26842281 6.88881192354 5.34401652568 -903.148 1812.296 -0.00104649
4681.37138011 6.98002364873 6.24792164536 -975.889 1957.778 -1.64979e-06
5212.94173164 6.78694730879 8.0614124805 -928.802 1863.604 -0.00984517
4979.9284636 6.68333245631 5.83480654436 -1002.6 2011.2 -5.18252e-06
5766.17695429 6.46917910156 5.44501672594 -1140.11 2286.22 -0.000344351
5139.88120575 6.75355115347 6.22954046142 -1014.77 2035.54 -0.000122421
4992.71044392 6.73391018443 7.02784753652 -936.552 1879.104 -7.01494e-05
5536.24579314 6.75310987961 7.3855322728 -1041.33 2088.66 -3.29086e-05
5763.23290153 6.9763217814 7.95437177861 -1090.16 2186.32 -0.000207387
5395.71170334 6.88729302338 7.08124102839 -1030.64 2067.28 -2.85864e-05
5252.16544263 6.8445118267 6.77894710248 -992.112 1990.224 -0.00013254
4988.76068826 6.59913729391 6.08790823525 -963.167 1932.334 -0.00260714
4990.03790966 6.83862585061 6.65371714381 -963.185 1932.37 -0.00106618
5667.61532389 6.70050227383 7.77289678743 -1035.4 2076.8 -0.0010616
5525.65461712 6.60925406226 6.4580801101 -1032.42 2070.84 -1.42473e-05
5627.07061481 6.65835753976 5.84496025329 -1139.74 2285.48 -0.00915825
5079.54326163 6.71072394853 5.85855987432 -1015.93 2037.86 -0.000288046
5015.42761988 6.70998641256 6.33811372648 -988.777 1983.554 -7.01534e-07
NA NA NA NA NA NA
5079.1522818 7.46071690939 11.5274378886 -1003.25 2012.5 -14932.7
5375.3682828 6.22330046564 5.57723865465 -977.399 1960.798 -0.000103214
5845.42815231 6.68628791994 7.09768661392 -1077.67 2161.34 -1.3123e-05
5573.09052529 6.65726352993 6.47365715436 -1062.18 2130.36 -0.0181659
4955.75543631 6.76753244619 6.09742813993 -1016.9 2039.8 -5.02735e-05
5099.88190559 7.11600739983 7.01780568864 -1053.82 2113.64 -4.01555e-07
4839.78673398 6.9637854475 6.10208018612 -1046.06 2098.12 -0.00172784
4608.83391177 6.99803075662 6.54367283971 -960.952 1927.904 -0.00324188
4961.52528762 6.83615685109 6.86244124578 -963.962 1933.924 -3.84245e-06
4560.49698557 6.81132606056 5.40026974097 -996.47 1998.94 -0.00099515
