"D" "shape" "scale" "logLik" "AIC"
5129.86819012 -2.63876447491 -0.358618923791 -980.564 1967.128
4720.64293758 -3.27339887541 -0.434079356546 -909.179 1824.358
5837.77600753 -2.75779690281 -0.368452242808 -1130.72 2267.44
6058.08158607 -3.02964055246 -0.414031955423 -1119.24 2244.48
4629.98331087 -3.2741698621 -0.435447089664 -873.751 1753.502
5154.85150729 -2.79101476158 -0.358001053562 -1080.85 2167.7
4885.48682296 -2.67925790989 -0.363716312902 -929.037 1864.074
5106.05032866 -2.50616352147 -0.33153013044 -1008.42 2022.84
5099.12930519 -2.48331823903 -0.33633009119 -996.436 1998.872
5521.74645923 -2.66145789517 -0.353760098453 -1098.03 2202.06
5202.35353931 -2.81223452975 -0.388198145442 -959.374 1924.748
5213.2163193 -2.80762829844 -0.381613965148 -964.672 1935.344
5341.8107536 -2.74102906383 -0.372728035531 -1020.75 2047.5
5086.81831188 -2.78895728205 -0.376340855709 -946.846 1899.692
5375.88101947 -2.91548857579 -0.382802672871 -1086.26 2178.52
4833.52515566 -2.65755028708 -0.361640592282 -916.589 1839.178
5363.51567012 -2.72047883394 -0.357962670734 -1089.57 2185.14
5279.6372259 -2.46543072705 -0.324367417862 -1083.13 2172.26
4981.03085337 -2.43331072941 -0.317391981731 -1033.11 2072.22
5909.0613317 -2.57222336995 -0.348683947381 -1154.43 2314.86
5948.84883737 -2.54460902528 -0.374392539974 -1008.68 2023.36
5021.31489882 -2.22766356265 -0.301223547073 -1018.65 2043.3
5023.35936585 -2.54506622914 -0.341307547422 -983.32 1972.64
5330.63906547 -2.79240644915 -0.388657859783 -956.83 1919.66
5025.78884968 -2.50630467803 -0.327375255851 -1034.85 2075.7
5683.9516941 -2.59277040996 -0.356893253427 -1056 2118
5586.39891677 -2.56265095328 -0.358684947251 -1042.98 2091.96
5430.43260137 -2.61468719663 -0.34809415877 -1064.06 2134.12
4929.20239416 -2.2889627977 -0.296345388005 -1057.89 2121.78
4966.82789051 -2.72835683549 -0.373818126566 -942.793 1891.586
5258.94073149 -2.61360325613 -0.350038644016 -1033.93 2073.86
5611.42565417 -2.53644295837 -0.34248992717 -1094.09 2194.18
5353.84558275 -2.70277404759 -0.373112682562 -996.392 1998.784
5362.68603719 -3.14871691989 -0.41385368431 -1022.96 2051.92
5889.16547231 -2.58762094656 -0.359475740058 -1092.48 2190.96
5301.15836361 -2.69272025482 -0.353703645348 -1047.68 2101.36
4933.36967898 -2.94857633645 -0.38522362094 -966.465 1938.93
5618.84012154 -3.21764674174 -0.444174823897 -1008.21 2022.42
5780.8804499 -3.20769084013 -0.43595626066 -1051.7 2109.4
5100.30416963 -3.08280968515 -0.424169467108 -921.98 1849.96
4678.95765355 -2.25447090801 -0.296990231528 -979.343 1964.686
4850.26471558 -2.91832443956 -0.382952424175 -953.202 1912.404
5380.57645317 -3.15233003953 -0.407904861209 -1074.69 2155.38
5510.43356399 -2.6879314244 -0.371203060242 -1015.49 2036.98
5011.03624942 -2.0288880545 -0.279504593922 -971.808 1949.616
5368.56544672 -2.53200050611 -0.330737829799 -1096.12 2198.24
5365.02233158 -3.07174767914 -0.424499979586 -965.119 1936.238
5354.23495905 -2.88708149927 -0.392501716229 -991.201 1988.402
5826.7884734 -3.06456854806 -0.408686128219 -1089.92 2185.84
5682.59374728 -2.91087719803 -0.399172433122 -1043.8 2093.6
5254.0350136 -2.46346286809 -0.342925865257 -973.699 1953.398
5539.07653879 -2.58808796605 -0.350482667688 -1088.45 2182.9
5143.119478 -2.33593475241 -0.324674262855 -958.291 1922.582
5676.27207059 -2.79922641281 -0.37214224722 -1125.54 2257.08
4885.20205843 -2.88332796526 -0.38485852869 -954.929 1915.858
5589.21757045 -2.42508994184 -0.32450492575 -1093.39 2192.78
5220.32390691 -2.68793450981 -0.373583312888 -949.15 1904.3
5693.21137415 -2.70941203582 -0.376989275988 -1035.44 2076.88
5293.47902046 -2.73560590076 -0.371949613112 -1000.75 2007.5
5342.20241333 -2.46930795882 -0.337719727652 -1021.29 2048.58
4958.58238314 -2.25448351866 -0.306424977623 -979.49 1964.98
5655.66295745 -2.83379357347 -0.372787965827 -1119.21 2244.42
4747.30125383 -2.84186128963 -0.374838021167 -939.172 1884.344
5052.42275098 -2.55559912629 -0.351893794807 -940.646 1887.292
5793.40457388 -2.29964061608 -0.31663859205 -1103.33 2212.66
5094.25607867 -2.65142379388 -0.348020976612 -1022.16 2050.32
5322.92596679 -2.79105318472 -0.371664387777 -1038.94 2083.88
6077.54523939 -2.9148758281 -0.411290247101 -1073.65 2153.3
4916.5228817 -2.59808556127 -0.346742912245 -951.209 1908.418
5249.67787571 -2.98841749076 -0.390252870083 -1051.42 2108.84
5538.00894052 -2.97336934714 -0.387928329205 -1103.1 2212.2
5205.21375471 -2.43079740589 -0.329201812136 -1003.51 2013.02
5383.00844917 -2.71396164034 -0.3665118774 -1040.49 2086.98
5404.54330747 -4.61943118354 -0.607423242484 -985.204 1976.408
5361.74271367 -2.35929806384 -0.323792435819 -1054.34 2114.68
5284.26969498 -3.13765494358 -0.422285417478 -1008.75 2023.5
5300.38762512 -2.66275854456 -0.347767572282 -1072.21 2150.42
5101.88941298 -2.74491287405 -0.375548351519 -960.805 1927.61
5212.64863527 -2.26567273769 -0.302813806083 -1073.13 2152.26
5076.04621917 -3.05357418153 -0.389992745775 -1045.64 2097.28
5278.94772175 -2.18079649683 -0.30197815637 -1030.27 2066.54
5195.51886668 -2.27053436598 -0.308839787401 -1017.52 2041.04
5267.89197006 -2.69247384042 -0.355089849241 -1044.05 2094.1
5242.95721844 -2.58710272602 -0.339723046232 -1060.16 2126.32
5180.47781901 -3.28640561185 -0.427455254315 -1025.05 2056.1
5131.06269729 -3.1155211783 -0.412436353681 -977.472 1960.944
