"D" "ssb0" "ssb1" "sigmass" "logLik" "AIC"
5164.65024257 173.461772958 -3.20744876057 6.62246519821 -2717.29 5442.58
5128.86153417 172.938823787 -2.99850135519 5.95821230456 -2951.09 5910.18
5109.05672446 173.17237429 -3.06719560755 5.65714293536 -2795.47 5598.94
5425.15784958 173.116372201 -3.17293744559 6.05609236585 -2839.65 5687.3
4747.56540622 171.824010695 -2.8796084271 6.58407351691 -2727.66 5463.32
5895.0969663 171.717299519 -3.04309977415 6.26899559892 -2918.05 5844.1
5766.39399661 173.039243471 -3.10991207455 6.50721138302 -3089.41 6186.82
5105.18336184 171.129624471 -2.84997599921 6.62462002664 -2764.57 5537.14
5196.18133499 172.12580914 -2.95455211971 5.83088782889 -2866.4 5740.8
5232.35498885 172.806862743 -3.11473707276 6.46347445173 -2713.96 5435.92
5703.49012325 172.704539127 -3.04064174113 6.21493491113 -3139.28 6286.56
5744.05726267 173.250917994 -3.25098127509 6.50812195867 -2925.64 5859.28
5025.99379714 172.687535952 -3.04234395025 6.27454118368 -2693.61 5395.22
5371.42324581 174.012065833 -3.25709220381 6.19974273737 -2847.63 5703.26
4806.35502163 170.864760321 -2.92326886478 6.54871586265 -2454.11 4916.22
5664.80261164 172.499071427 -3.18162957889 6.42940323283 -2764.72 5537.44
5246.55311033 172.366063633 -2.8821710163 6.50753534633 -3029.06 6066.12
4796.51594236 174.008615594 -3.21175959203 6.35452105668 -2597.04 5202.08
4900.39509213 173.087020715 -3.11391217837 6.17282574837 -2526.31 5060.62
5398.3355865 173.577786457 -3.06918169344 5.81455441384 -3007.09 6022.18
5483.68776803 172.224020468 -2.88874325074 6.18129541762 -3120.38 6248.76
5237.02303599 173.056979061 -3.20828773456 6.2944272166 -2723.31 5454.62
5352.08007955 172.916161721 -3.14396954499 6.37577741628 -2801.42 5610.84
4843.36236155 172.384969989 -2.87608525754 5.98983087352 -2739.78 5487.56
5456.37576189 173.218699907 -3.05946871229 6.7417980747 -3101.73 6211.46
5542.67618154 173.989667608 -3.28270124139 5.47585193884 -2732.86 5473.72
4724.35559397 171.848019061 -3.04959620514 7.11603169727 -2399.72 4807.44
5244.37955083 173.004099114 -3.16227350083 6.21192412548 -2682.23 5372.46
5579.37675427 173.507969569 -3.12877487545 6.07189907358 -3100.21 6208.42
4943.86825604 172.369027812 -3.03766593702 6.40947486665 -2678.54 5365.08
4930.63854786 171.660338483 -2.82686919886 6.38334972339 -2843.63 5695.26
5184.89269893 171.320006607 -2.8819785004 6.39644099952 -2702.11 5412.22
5189.72578852 173.119989637 -3.12374639081 6.2969734932 -2796.49 5600.98
5381.56163413 173.653614044 -3.2073445641 6.440945203 -2840.06 5688.12
5335.56197512 173.192513308 -3.10629677706 5.97502239504 -2872.27 5752.54
5586.95392528 172.932589603 -3.14726037692 6.09493721543 -2812.95 5633.9
5383.72513708 174.399205443 -3.28823103982 6.36682581883 -2923.41 5854.82
4848.75709539 172.540075359 -2.98866751644 6.6821270704 -2702.05 5412.1
5305.63881069 172.163807451 -3.00272590872 6.11632646962 -2831.78 5671.56
5316.67305693 172.896972216 -3.17750293937 6.22933674778 -2668.21 5344.42
4860.40879208 173.714416923 -3.21841487294 6.00154393002 -2593.75 5195.5
5271.05558582 172.91766512 -3.11486978583 5.96944171245 -2713.41 5434.82
5132.21387056 174.4313612 -3.2856021118 5.60135499758 -2728.16 5464.32
4890.84648561 173.163969935 -3.1278129315 6.04193015877 -2605.82 5219.64
5273.21554507 172.578198916 -3.00327824132 6.25675850744 -2859.63 5727.26
4749.65097763 173.790981453 -3.0916594954 5.75014088972 -2642.63 5293.26
5560.17407785 172.409928217 -3.12786396322 6.24802935177 -2787.49 5582.98
5098.69180033 171.78810454 -2.91493005867 6.05374722005 -2680.08 5368.16
5736.27657176 172.459437443 -3.08489113644 6.34988014406 -2829.45 5666.9
5920.51795945 174.268042446 -3.39638989048 6.2271916946 -2954.53 5917.06
5235.983651 174.182858974 -3.3131693034 6.0521108515 -2670.2 5348.4
5922.03465648 172.482349461 -3.22051061004 7.31541158189 -2942.6 5893.2
5173.36810971 171.974792311 -2.98869295906 6.24189716903 -2733.9 5475.8
5064.2059178 172.001007722 -2.84197322674 5.88568147118 -2961.42 5930.84
5408.28381004 173.969193956 -3.26719176811 6.13991084926 -2883.13 5774.26
5111.8660102 175.019101856 -3.32840028985 5.72817327699 -2773.79 5555.58
5792.1861491 173.067842422 -3.17368997169 6.26893703354 -3007.98 6023.96
5616.06482107 173.614315385 -3.13346081859 5.83733434963 -3117.62 6243.24
5632.90318202 173.276590571 -3.06233272048 6.1572016095 -3114.65 6237.3
4986.55971454 172.424262533 -2.97970035495 6.03663505289 -2656.94 5321.88
4805.86568931 173.733819916 -3.25721546113 6.49036275417 -2536.96 5081.92
5991.21228276 172.934970617 -3.13775927228 6.04420926075 -3135.12 6278.24
5907.2031538 172.776466433 -3.09454923052 6.28749425691 -3153.1 6314.2
4701.18370219 174.062065813 -3.27591701444 5.98556113373 -2438.93 4885.86
5251.85060734 172.51887462 -2.96154937862 6.29493477834 -3005.62 6019.24
4947.29137011 172.705181197 -3.13885383749 6.48576578127 -2585.92 5179.84
5149.17801651 171.931985992 -2.92020698365 6.17425365916 -2766.64 5541.28
5173.04155929 172.331897191 -3.05892232146 6.34102928666 -2723.05 5454.1
5514.69493081 173.125307706 -3.06854694404 6.10169526958 -3065.86 6139.72
5029.49507029 172.631194201 -3.06155599492 6.16515456769 -2627.2 5262.4
5364.6417231 173.409542194 -3.27029244024 6.15937793986 -2685.42 5378.84
5262.89440547 171.207878066 -2.87970188196 6.08326799653 -2778.22 5564.44
4951.1835242 172.829610283 -3.00972966895 5.70999069831 -2604 5216
5454.82891908 173.409960897 -3.11947827072 5.86835348226 -3044.34 6096.68
4876.26143796 173.809894071 -3.2773898856 6.61577736612 -2611.36 5230.72
5431.57390161 172.081057087 -2.95162362949 6.06872964193 -3025.8 6059.6
5343.61373088 172.796094801 -3.00891883351 6.16183271873 -3001.47 6010.94
5090.84704993 173.224315282 -3.05987328798 6.31380052894 -2874.23 5756.46
5917.60284287 173.128423142 -3.11999361504 5.97438025575 -3206.29 6420.58
5637.64945054 172.825914368 -3.20105920794 6.09066346137 -2712.52 5433.04
4979.74356379 171.964126655 -2.92668970633 6.53721834798 -2787.44 5582.88
5129.8938318 171.413790953 -2.90240023204 5.5780373756 -2649.89 5307.78
5245.23365536 173.266915589 -3.20321524778 6.05272868167 -2619.13 5246.26
5066.79694418 171.385333943 -2.81828561303 6.16268466954 -2840.69 5689.38
5639.03410358 173.767934163 -3.24109570376 6.2900506462 -2910.51 5829.02
5638.92349357 174.197442313 -3.37080236676 5.79021875375 -2877.77 5763.54
5516.0153698 172.728569591 -3.0745658565 6.34825206143 -2943.09 5894.18
5029.66375776 172.525973813 -2.91718024668 6.09161886068 -2903.78 5815.56
4878.67351353 173.549259243 -3.1691468003 5.88305726453 -2589.41 5186.82
5247.85562802 173.600231625 -3.16305893644 6.53735194593 -2872.93 5753.86
5611.8397618 173.057456741 -3.09744426863 6.10567986175 -3006.63 6021.26
5303.01718403 172.696107545 -3.11316341235 6.02820468898 -2742.73 5493.46
5363.46904415 173.715498601 -3.1337000688 5.6912301909 -2824.06 5656.12
5899.20588238 172.389761487 -3.11522637503 6.12803931624 -2962.96 5933.92
5435.1260121 172.655869446 -3.04476619322 6.11149405028 -2867.69 5743.38
4865.83233856 173.700093742 -3.07262263844 5.91691070387 -2700.74 5409.48
5699.2410038 175.270032592 -3.55337568834 6.08732837157 -2838.74 5685.48
5749.3361853 174.195351473 -3.3017827037 5.9735910246 -2947.66 5903.32
4878.76015607 172.611152824 -3.04099196516 6.08988559084 -2561.64 5131.28
4844.89826439 173.278767014 -3.09936834605 6.30562771063 -2693.11 5394.22
4823.82454295 172.819797587 -3.0118402494 6.16682597276 -2676.95 5361.9
5295.38797393 174.082618141 -3.08721998651 5.65990492202 -3005.86 6019.72
5394.59731565 173.753943107 -3.20516407532 5.85436774621 -2769.9 5547.8
4989.21708819 172.847922625 -3.07261961243 6.8319087399 -2634.84 5277.68
5545.42811155 173.672176894 -3.12460709136 5.59471063615 -3037.99 6083.98
5282.10786027 173.913623229 -3.25716097483 5.39008603767 -2640.33 5288.66
5209.44057784 173.174527348 -3.10314875967 6.15100966047 -2733.23 5474.46
5771.02585567 172.510197479 -3.01397791688 5.9593941268 -3027.38 6062.76
5647.89084551 173.018072445 -3.16240060978 6.05490681869 -2887.56 5783.12
5280.21906484 173.446698291 -3.24189389189 6.02135365945 -2678.33 5364.66
5475.15369457 173.925447983 -3.17686338536 5.85708138579 -2994.98 5997.96
5152.64676625 172.750349134 -3.15138679044 6.59625578851 -2622.93 5253.86
5501.46569192 174.614170196 -3.19725416531 6.36342556431 -3177.72 6363.44
4900.05822782 172.64780894 -3.04680906913 5.89823972998 -2661.41 5330.82
5676.14736808 172.817671853 -3.0783605726 6.40585784109 -3010.4 6028.8
5195.6011452 172.393731685 -3.1220527053 6.32807459228 -2571.1 5150.2
5714.94768625 174.222499385 -3.3584532531 5.83946753765 -2850.6 5709.2
5136.64031622 173.518539944 -3.13484902661 6.37519036271 -2815.64 5639.28
5423.1990952 172.429441228 -3.11585919031 6.62792776624 -2804.07 5616.14
5131.2779315 173.188803625 -3.19315092124 6.41045297526 -2674.41 5356.82
5732.31661207 174.463010153 -3.2523669035 6.07680025086 -3148.08 6304.16
4664.12102791 173.341717669 -3.03378307801 5.78611334376 -2594.03 5196.06
4991.25725403 173.420054629 -3.18678624964 6.35413618439 -2584.99 5177.98
5788.45186227 173.178938931 -3.15999768386 6.57492055273 -3002.33 6012.66
5093.92577381 173.492921072 -3.06509567986 5.88622542494 -2818.69 5645.38
5235.49727497 173.37387311 -3.08997099923 6.31266584682 -2879.23 5766.46
5983.43532919 174.689459962 -3.42446376044 5.66726994131 -2977.98 5963.96
4922.44538137 173.256539943 -3.11849940828 6.55840159784 -2635.57 5279.14
5346.45353817 173.613489786 -3.14135857293 5.8312765156 -2945.84 5899.68
5608.82911927 172.403526443 -2.96565064382 5.59107259426 -3080.03 6168.06
5382.35818607 172.57122462 -3.12714805928 6.31061818158 -2767.37 5542.74
5456.51413357 173.851066075 -3.2710439977 6.50230913253 -2913.99 5835.98
5327.77929254 173.836073268 -3.17701273932 5.7332629598 -2770.07 5548.14
5359.67983856 171.67138197 -2.96359982492 6.31283131075 -2864.54 5737.08
5205.59841845 174.938538374 -3.32675255667 5.88808689206 -2831.8 5671.6
5433.05254663 174.332207741 -3.21432913049 5.88120076707 -3004.92 6017.84
5103.80972598 173.515312346 -3.22989022723 6.29716747428 -2669.13 5346.26
5228.01772996 171.751563975 -2.9216499645 6.92674031825 -2966.05 5940.1
5329.79936609 174.507648841 -3.25419704464 5.59649564857 -2932.1 5872.2
5297.09019726 172.566262491 -3.09850411727 6.68430850956 -2790.49 5588.98
5332.06991972 172.052557309 -3.04650426362 6.57874921254 -2797.86 5603.72
5318.15323836 173.319934075 -3.1160035665 6.46045468838 -2907.49 5822.98
5315.63916716 172.211551402 -2.96776474414 6.43182474895 -2933.07 5874.14
5385.1481908 173.270896786 -3.16747070337 5.94264855137 -2881.65 5771.3
5285.64854833 173.952155549 -3.25919725117 5.6507209731 -2749.6 5507.2
