"D" "g0" "sigma" "z" "se.D" "se.g0" "se.sigma" "se.z" "logLik" "AIC" "maxgrad"
1725.12668118 0.905523504653 12.0349085347 7.74095051276 194.41 0.042586 0.89869 1.7959 -787.93 1583.86 -7.39979e-05
1851.29846671 0.912579729364 11.9616457874 8.68823416589 200.58 0.042017 0.8726 2.5757 -802.377 1612.754 -8.55448e-06
1816.89856607 0.922353519656 11.8802061644 6.79227470398 201.99 0.042607 0.89716 1.239 -857.79 1723.58 -1.17448e-05
1918.61720935 0.98029146771 10.5200887252 5.18326537959 203.09 0.050079 0.86717 0.69018 -911.012 1830.024 -5.98643e-07
2032.9756685 0.902059451572 12.2667346433 11.9647006109 210.38 0.047412 1.0425 9.1499 -840.461 1688.922 -9.20599e-06
1809.59091097 0.924884156299 10.9945014606 6.08426727419 201.5 0.050718 0.84394 1.0216 -804.824 1617.648 -8.22329e-05
1537.80923586 0.930717067483 12.4891439773 6.93945549016 182.89 0.037551 0.89948 1.1405 -778.172 1564.344 -6.93288e-05
1496.03909877 0.971049597787 11.8332000508 6.15258900643 172.77 0.029522 0.88408 0.79213 -759.299 1526.598 -1.67114e-05
1342.68510207 0.940109329577 12.7364944475 6.05288222071 169.94 0.034715 1.0364 0.81686 -764.594 1537.188 -5.3912e-05
1955.68762465 0.924711180298 10.6991771412 7.13720906758 207.82 0.045717 0.77365 1.5408 -772.282 1552.564 -7.96879e-05
1997.79586324 0.921834569867 10.2175344582 5.96154239012 211.65 0.057164 0.83322 1.031 -811.958 1631.916 -1.84397e-05
1590.85064883 0.999522560694 11.5212010429 5.77435424703 188.93 0.049839 0.80763 0.90171 -797.053 1602.106 -9.69066e-05
1708.87665267 0.929462225614 12.0915877911 7.16659726803 195.36 0.049374 0.93447 1.5468 -817.782 1643.564 -9.83568e-05
1571.12413943 0.904787756405 12.7120002362 7.55637254378 201.86 0.048238 0.91857 1.9689 -781.761 1571.522 -3.28814e-05
1302.98197784 0.946599156134 12.1999304779 5.4203933012 171.46 0.040282 0.98718 0.71005 -731.975 1471.95 -1.25627e-05
1614.01081184 0.892107071808 12.4952398674 6.2499877802 190.76 0.0514 1.0002 1.0365 -871.186 1750.372 -5.44122e-07
1706.71027214 0.927211999699 11.3239116047 6.61723796625 204.99 0.048687 0.83305 1.4088 -753.169 1514.338 -5.67184e-05
1688.0028697 0.869657210027 13.0392172105 9.25415908494 190.92 0.045258 1.1289 3.0758 -823.897 1655.794 -6.61927e-05
1771.87409334 0.906041834494 12.2912126564 8.46366338817 202.47 0.039294 0.8756 2.3733 -799.513 1607.026 -3.6593e-05
1876.0376093 0.865198092995 13.0492243029 11.1726710046 206.2 0.038531 1.0003 4.794 -880.473 1768.946 -5.15251e-05
1630.43937847 0.922355782627 11.483868592 6.77586724426 192.78 0.049357 0.92053 1.4218 -728.307 1464.614 -2.24451e-05
1294.57921471 0.905480303269 13.7592310491 6.82253694191 167.96 0.04332 1.1248 1.2002 -782.354 1572.708 -5.34834e-05
1736.517504 0.947835580477 11.422617006 5.42756952917 201.02 0.038224 0.7588 0.66743 -873.679 1755.358 -1.82943e-05
1648.86479113 0.947927689559 12.4264203565 6.24804322844 186.24 0.041011 0.87854 0.90437 -891.465 1790.93 -1.58227e-05
1541.93927956 0.926749707183 12.7070300838 6.23561719573 184.05 0.046258 1.0586 1.0473 -846.721 1701.442 -3.32645e-05
1529.07458113 0.999999428538 11.6002782252 5.13080010203 173.53 0.00057189 0.72105 0.40467 -828.132 1664.264 -2.97079e-05
1148.5800861 0.965781906281 13.539425367 6.22451644269 152.49 0.035452 1.0601 0.9031 -704.433 1416.866 -2.53414e-06
1751.69602608 0.999999475513 10.8114308342 5.83720731831 186.8 0.0005244 0.6046 0.50451 -787.414 1582.828 -1.76634e-05
1585.91328591 0.999994462125 10.5060517661 5.2421500101 177.51 0.0055228 0.6218 0.43844 -737.004 1482.008 -5.09392e-05
1595.44855662 0.999999925849 11.3040564999 5.65342679731 174.45 7.4155e-05 0.66679 0.47596 -787.563 1583.126 -4.35049e-05
1991.2969105 0.931382332363 10.6341976418 8.35780233904 218.15 0.052693 0.73566 3.037 -716.293 1440.586 -3.4475e-05
1354.5769909 0.931820790265 12.4239766475 5.66871350191 172.44 0.049408 0.95063 0.80605 -772.595 1553.19 -1.63193e-05
1692.07436879 0.94636335873 11.6077942427 6.48981922126 190.17 0.037207 0.84619 1.0248 -796.037 1600.074 -6.98412e-05
1539.25443111 0.958961791735 12.2093232118 6.0967209661 189.78 0.037104 0.83592 0.92787 -802.3 1612.6 -3.07704e-06
1202.19567291 0.893741328551 14.2122760095 8.23392887339 157.62 0.043757 1.3081 1.8635 -709.99 1427.98 -8.41853e-05
1728.13175531 0.922569906377 11.4625388443 6.70822621346 198.14 0.039639 0.81224 1.2134 -777.027 1562.054 -2.22361e-05
1521.25640794 0.998719718957 11.1019268752 5.42170057322 179.24 0.034637 0.74976 0.66304 -744.092 1496.184 -1.8875e-05
1340.83021997 0.994301735822 11.9573862139 4.87942554065 183.9 0.05763 0.93433 0.73491 -786.375 1580.75 -1.3601e-05
1641.40892296 0.902154138388 11.9317344953 6.32658848567 201.13 0.04272 0.92593 1.0991 -795.261 1598.522 -9.60019e-07
1674.93875956 0.898134275495 12.0614907873 5.94086383358 197.44 0.045149 0.91213 0.90913 -875.912 1759.824 -4.04797e-06
1493.76501539 0.906358208833 12.7543988051 9.56194793732 172.21 0.03962 0.9927 3.0027 -695.348 1398.696 -1.24874e-05
1665.70981431 0.939131248145 12.1074199495 6.51248308699 188.56 0.039997 0.91246 1.0289 -839.906 1687.812 -4.46003e-06
1645.13966269 0.84519574665 13.3785615884 10.2992560829 188.09 0.04132 1.0884 3.3968 -808.113 1624.226 -8.28782e-05
1819.82780126 0.983476562601 11.3340672888 6.18065976773 192.59 0.02692 0.73054 0.79184 -830.283 1668.566 -7.29837e-06
1611.23515041 0.919606540657 12.8771727309 7.70362048668 188.78 0.03836 0.93173 1.6291 -809.941 1627.882 -1.33115e-05
1613.1067512 0.883398273321 13.4234540016 9.36740649743 186.85 0.038719 0.98951 2.8768 -810.833 1629.666 -4.81267e-05
1798.14850018 0.979923330716 10.4451439623 5.36103833471 197.95 0.045 0.74052 0.69715 -800.584 1609.168 -2.01619e-05
1453.59202027 0.923311826954 12.0680019019 5.99310100629 178.34 0.045963 0.95903 0.90787 -765.735 1539.47 -9.75032e-06
1576.65838118 0.999999971008 11.2983554133 5.46033822763 177.11 2.8946e-05 0.676 0.45771 -784.389 1576.778 -9.9749e-05
1840.9256525 0.965098521725 11.0838728016 6.52045852853 199.1 0.033705 0.71886 1.0036 -796.842 1601.684 -1.52171e-05
1792.69204043 0.970594857035 11.0652842005 6.44573993607 189.74 0.036107 0.7679 0.99243 -788.958 1585.916 -2.4472e-06
1810.73143797 0.908093064069 12.3025210456 7.11064123835 202.3 0.041908 0.89213 1.3965 -890.498 1788.996 -3.3485e-06
1813.19832935 0.986562934347 9.8417387847 5.39121173833 205.07 0.033964 0.59661 0.69924 -721.639 1451.278 -9.39952e-05
1678.22295957 0.93919838578 11.9501269452 6.00166919293 193.62 0.048891 0.95786 0.98287 -862.659 1733.318 -2.68851e-05
1644.45663374 0.970274132512 11.1143812024 5.43057223107 188.23 0.036588 0.81815 0.68375 -806.648 1621.296 -1.69169e-06
1778.20585808 0.903018754227 12.3460803419 9.37875789409 187.42 0.034931 0.89646 2.2873 -793.729 1595.458 -2.6419e-05
1868.78096903 0.904636315801 10.4170604125 6.88032914717 203.07 0.064027 0.98169 1.8092 -715.737 1439.474 -8.48574e-05
1635.84952495 0.969924615786 12.4314646452 6.3126287254 184.38 0.025967 0.79609 0.77415 -862.153 1732.306 -6.3969e-05
1409.95313282 0.999999937159 11.6292788899 5.45471986379 168.38 6.2869e-05 0.73906 0.46431 -745.744 1499.488 -1.23622e-05
1521.18295708 0.882342912962 13.1951886912 8.09761920307 185.44 0.042686 1.0732 1.9649 -770.965 1549.93 -5.263e-05
1477.59770895 0.944541471143 11.7658104885 6.05663798085 180.99 0.043223 0.93953 0.94144 -745.809 1499.618 -7.36132e-06
1729.83909384 0.936491836726 12.3924399448 7.69276287657 194.6 0.035724 0.85034 1.6058 -822.168 1652.336 -1.44606e-06
1562.53169625 0.991812493667 11.8373014046 6.58975252973 175.29 0.036034 0.8421 1.0609 -757.674 1523.348 -1.2362e-05
1489.89265161 0.966177758557 11.2246140054 5.35090426149 182.84 0.049574 0.86971 0.74918 -762.171 1532.342 -8.17554e-05
1664.52988814 0.930033830606 11.9386879891 8.04356956948 185.6 0.04278 0.88462 2.0462 -736.645 1481.29 -1.1931e-06
1882.07367216 0.944831559201 10.272371469 5.79030270051 198.96 0.055789 0.88437 0.94449 -785.459 1578.918 -7.30552e-05
1651.22893761 0.999999883102 10.9257673053 5.46215298079 180.33 0.00011686 0.63518 0.46561 -796.053 1600.106 -4.97831e-05
1773.93693452 0.910939615803 12.6024823048 6.9308754599 198.59 0.036863 0.97101 1.1331 -921.473 1850.946 -2.03562e-05
1553.60745884 0.973864566626 11.2311652429 5.59228991303 181.27 0.04885 0.84385 0.80305 -760.199 1528.398 -9.815e-05
1669.3375434 0.936668530635 12.7575757242 7.11833261179 189.65 0.032618 0.839 1.177 -860.441 1728.882 -4.10433e-06
1494.68003225 0.975510613507 12.0126128203 5.57112646904 178.22 0.032202 0.83983 0.64166 -807.475 1622.95 -2.30404e-07
1395.62260191 0.948925139233 11.9801313302 5.71294642187 176.32 0.042192 0.95196 0.83838 -748.405 1504.81 -4.73718e-05
1568.45820307 0.889501801037 12.0782058124 7.07244748413 192.12 0.046528 1.0283 1.5911 -749.477 1506.954 -1.73413e-06
1702.74204017 0.913604780939 11.4653103558 5.48960708979 210.07 0.048691 0.81827 0.79686 -850.291 1708.582 -5.10215e-06
1138.9410766 0.9476314815 12.2376388393 4.89413802545 170.37 0.050088 1.0159 0.65183 -704.335 1416.67 -2.6258e-06
1613.14449584 0.947739889844 11.9814339336 6.68047605491 186.73 0.039615 0.83904 1.1282 -794.921 1597.842 -6.55269e-05
1562.91305986 0.887999400663 13.0179675669 8.21857526838 189.07 0.042901 0.99427 2.1203 -789.904 1587.808 -1.70227e-05
1636.9485764 0.999999618069 10.8680487781 5.72411463317 183.32 0.00038193 0.63078 0.52356 -746.889 1501.778 -2.5334e-05
1669.18826737 0.926635005897 12.0811156715 6.42661036042 190.48 0.04342 0.9388 1.0329 -839.211 1686.422 -7.87527e-05
1880.53189105 0.963989663125 11.3385414763 8.49890291651 190.21 0.029861 0.7385 1.7501 -759.698 1527.396 -4.352e-05
1666.79310309 0.870720189053 12.9588686547 8.66584769933 191.38 0.042906 1.012 2.3219 -807.432 1622.864 -3.2307e-05
1715.46798332 0.900581088901 11.8317794137 6.7702201619 203.82 0.046457 0.88859 1.3466 -793.108 1594.216 -1.96817e-06
1717.24813411 0.94950528115 11.5515090939 6.61748452848 194.58 0.0321 0.7747 0.97738 -776.036 1560.072 -6.41824e-06
1848.88561536 0.902705389228 11.2059805043 6.56212176943 201.02 0.048382 0.90634 1.1896 -820.274 1648.548 -2.72816e-05
1498.38332362 0.999999723429 11.6332081952 6.05718163165 169.15 0.00027656 0.71554 0.53419 -736.267 1480.534 -7.39653e-07
1534.66958532 0.996554659069 11.0277283863 5.74938177844 175.07 0.054693 0.90418 1.0044 -727.942 1463.884 -1.6115e-06
1892.79030835 0.915705216997 10.7769347341 5.96426823877 219.42 0.050297 0.84242 1.065 -819.67 1647.34 -2.55436e-05
1843.30463796 0.935280982229 10.984202921 7.24721439781 197.94 0.042784 0.7583 1.4769 -743.17 1494.34 -3.84208e-05
1677.72508584 0.901926081714 11.8709693184 6.28562711984 198.7 0.046406 0.90352 1.1033 -821.279 1650.558 -1.40217e-05
1413.10850586 0.999999899072 12.3565433108 6.44682375647 158.95 0.00010077 0.7781 0.60861 -741.35 1490.7 -3.06618e-05
1670.3719887 0.861032076613 13.0290791856 9.33583621463 200.94 0.046335 1.0317 3.6051 -808.769 1625.538 -1.01576e-05
1706.79982533 0.970656686156 10.9552775153 5.92653742644 194.42 0.036758 0.72426 0.82027 -768.645 1545.29 -1.80874e-05
1472.54052853 0.864108296319 14.0959062838 9.54707398034 178.99 0.041072 1.2065 2.9171 -798.147 1604.294 -8.76256e-06
1794.4520321 0.894402585522 12.1830796577 6.6312075939 208.84 0.03918 0.86901 1.1831 -885.823 1779.646 -3.07624e-05
1243.72619558 0.949422569496 12.5993501284 5.86636839846 161.81 0.0461 1.0923 0.87119 -723.018 1454.036 -8.49891e-05
1442.15729176 0.973333590072 12.5232260053 6.26069581101 165.21 0.032253 0.94472 0.79136 -799.556 1607.112 -6.97524e-05
1687.36690725 0.91165880125 11.9650102847 6.71168549685 201.78 0.045194 0.86383 1.3049 -801.448 1610.896 -9.7193e-05
2039.20392513 0.891018323197 11.9802760917 9.98910015104 205.66 0.03693 0.82158 3.2662 -830.013 1668.026 -6.10407e-06
1572.90347853 0.972032502811 12.2980046358 6.57322503616 177.25 0.030805 0.84991 0.92075 -803.844 1615.688 -1.73847e-06
1419.17356474 0.980166664676 11.8750120347 5.40297166497 179.77 0.039758 0.84647 0.69187 -769.406 1546.812 -6.02741e-05
1788.20496075 0.917294749335 11.5922471734 7.52401794076 198.96 0.042345 0.82525 1.6314 -773.543 1555.086 -9.51421e-06
1702.60898841 0.967741535799 11.815996453 6.46716953765 181.49 0.038997 0.87575 0.9898 -835.18 1678.36 -7.16729e-05
1614.24502365 0.999999954336 10.5406584187 5.00275753989 182.67 4.5666e-05 0.60924 0.40246 -768.477 1544.954 -8.20427e-05
1443.22168923 0.930723521405 12.9061514797 7.33243404632 177.53 0.035726 0.97768 1.3707 -755.261 1518.522 -9.24768e-05
1814.98205255 0.962970908056 11.8184888081 6.38190810096 192.63 0.040941 0.82468 0.94034 -900.733 1809.466 -2.26533e-05
1227.13508476 0.890301132235 14.7348459201 8.14647655742 163.04 0.036009 1.204 1.7039 -759.943 1527.886 -5.77894e-07
1754.36163932 0.929021333278 11.635175214 7.62306126778 199.11 0.035012 0.78542 1.6032 -750.541 1509.082 -9.85292e-06
1832.30457981 0.969416168908 10.567882589 6.43399222763 190.08 0.047864 0.82261 1.0752 -754.527 1517.054 -4.50986e-05
1844.62727374 0.889267740782 13.5191832662 19.9999983128 207.23 0.021717 0.90466 0.0075275 -846.788 1701.576 -8.64461e-05
1495.77096552 0.896768169645 13.2918637294 6.41225785465 185.83 0.040848 1.0275 1.0178 -865.966 1739.932 -9.01767e-05
1643.59222498 0.951067125832 12.9415795447 7.25053112071 182.37 0.037062 0.92937 1.3131 -864.783 1737.566 -1.05967e-05
1758.15878011 0.912195065734 11.7497173201 8.95726381632 193.44 0.037472 0.86322 2.5313 -736.579 1481.158 -2.26762e-05
1713.66479238 0.940326715334 12.6830037344 7.91764615632 182.26 0.032174 0.8601 1.3792 -848.596 1705.192 -2.32291e-05
1751.8886032 0.89930928848 12.2518194798 7.21636459244 198.12 0.042743 0.94106 1.4428 -856.452 1720.904 -1.97802e-05
1712.39165118 0.841577688472 13.0661724726 10.2719683216 196.87 0.046046 1.0773 4.6163 -813.418 1634.836 -7.15563e-05
1943.29389422 0.909071654258 11.7734138599 7.29666517146 202.54 0.043743 0.92868 1.4926 -886.651 1781.302 -5.53231e-07
1779.32981387 0.868206522741 11.586555307 8.52717346207 207.06 0.053537 0.97836 3.2126 -741.843 1491.686 -2.22743e-05
1795.24538657 0.947976297371 10.652993572 5.73294148603 203.84 0.047406 0.76286 0.88069 -790.251 1588.502 -4.31232e-06
1438.75038283 0.921252520315 13.4304458242 8.44481913032 174.11 0.038373 1.0072 2.0539 -756.971 1521.942 -2.92149e-05
1770.11592629 0.9999999353 9.59314012582 5.01968997982 194.11 6.4695e-05 0.50602 0.43783 -712.214 1432.428 -2.51775e-05
1779.94142716 0.904335556267 10.9170410749 6.4314291093 209.17 0.049838 0.83445 1.3269 -747.276 1502.552 -1.64957e-06
1943.91163538 0.940614694856 10.9741921816 6.04392690905 212.71 0.0449 0.78664 0.98495 -865.61 1739.22 -6.56588e-05
1425.70038136 0.930244529404 13.5224560166 7.40902996244 171.34 0.033624 1.0548 1.2194 -806.809 1621.618 -7.73762e-06
1820.86359714 0.884517152183 12.3741410123 7.59258843541 198.2 0.045461 0.98418 1.688 -870.017 1748.034 -5.51193e-05
1529.23261159 0.913138353154 11.5897235896 6.60807368017 180.22 0.049002 0.97799 1.2219 -718.285 1444.57 -3.58235e-05
1595.80848875 0.946196889624 11.869487581 6.38412201317 183.62 0.045214 0.87549 1.0179 -781.179 1570.358 -3.71558e-05
1810.44622634 0.992021613614 10.4065851046 5.24009779474 196.03 0.051343 0.77216 0.6832 -816.296 1640.592 -4.23541e-06
1733.11168827 0.905746120802 11.7426858418 6.58955407146 199.37 0.041929 0.88822 1.0654 -821.013 1650.026 -7.97504e-05
1848.00071994 0.984004027677 11.1354901893 6.36097243388 194.18 0.034945 0.74634 0.98821 -820.813 1649.626 -4.18061e-06
1747.2400475 0.913161484005 12.4431725482 8.17230374487 193.1 0.041111 0.89636 1.9907 -814.885 1637.77 -6.89027e-05
1638.18056783 0.843162832447 12.839254104 7.95347140443 194.89 0.054338 1.1372 2.3453 -814.718 1637.436 -8.37302e-05
1818.31954467 0.854363735944 11.5065211633 7.64746078667 204.73 0.05822 0.98657 2.253 -762.543 1533.086 -6.29398e-05
1730.79372711 0.928229580175 12.0739268601 9.57356457489 184.44 0.042933 0.92832 3.189 -735.603 1479.206 -2.2431e-05
1570.38182684 0.964708333355 10.9568197346 5.18303348065 196.06 0.041962 0.80929 0.71786 -762.811 1533.622 -6.89857e-06
1539.9839678 0.999999811536 11.048488985 5.31560316648 177.14 0.00018838 0.66749 0.4528 -752.536 1513.072 -6.78832e-05
1466.80697088 0.996046973554 11.4851408947 4.92803463957 181.55 0.032964 0.79152 0.54957 -791.434 1590.868 -1.59395e-05
1734.33230891 0.924960728828 11.448532989 6.1443777961 211.93 0.045678 0.81649 1.0681 -807.995 1623.99 -5.59195e-06
1818.70627492 0.855350024338 11.8233378162 8.49771328435 198.19 0.054016 1.0352 2.8235 -757.594 1523.188 -1.29762e-05
1562.32549558 0.999999928216 11.1569338433 5.56552228202 174.16 7.1786e-05 0.66521 0.46485 -760.281 1528.562 -3.65951e-06
1512.05273592 0.945848473227 13.1090332246 8.44125003773 169.08 0.033784 0.91678 1.7836 -767.259 1542.518 -1.32716e-05
1544.61026525 0.912610062356 12.7768859776 7.02441189997 181.37 0.039639 1.0011 1.2528 -821.815 1651.63 -5.44512e-06
2028.47682586 0.95844562755 10.4624454871 5.99694878026 211.86 0.051515 0.74957 1.0053 -837.098 1682.196 -1.71907e-05
1816.2216496 0.935661171112 11.0513583168 6.28498825653 196.84 0.049755 0.88061 1.1337 -804.428 1616.856 -1.1485e-05
1354.29941639 0.909527865802 12.755814364 6.13950318087 179.15 0.046234 1.0891 1.0544 -751.714 1511.428 -8.16807e-05
1533.61149468 0.902945083618 12.5096264212 7.68630929507 181.96 0.041921 0.9611 1.6419 -750.06 1508.12 -6.83511e-06
1633.2471343 0.93676810827 12.8233612622 6.23519550806 188.61 0.043534 0.97181 0.96827 -926.63 1861.26 -4.94206e-05
1529.1900326 0.840509906359 14.2600281586 8.40154552045 183.53 0.048529 1.2622 2.1707 -891.262 1790.524 -2.47775e-05
1515.95719105 0.999999425286 10.9659009837 5.14107728521 174.18 0.00057465 0.67179 0.40704 -779.539 1567.078 -1.30603e-05
1683.78839045 0.87246559484 13.4226513496 7.83760167323 202.94 0.041698 0.99178 1.9662 -892.693 1793.386 -5.99984e-06
1686.77229909 0.932484488134 11.7619693758 7.43701572102 189.66 0.037922 0.84805 1.5066 -762.047 1532.094 -3.11127e-05
1817.39246988 0.944900864426 12.3403404844 7.55348317912 188.85 0.031767 0.79291 1.2907 -874.116 1756.232 -8.50304e-05
1996.2253367 0.904601943583 10.4209167478 6.89924924136 219.84 0.060054 0.84658 1.8675 -745.441 1498.882 -1.98787e-05
1778.51452099 0.916556047555 12.49571312 7.42717513303 190.35 0.043399 0.98349 1.4494 -888.256 1784.512 -6.53291e-05
1535.0297983 0.990077174395 11.0494417465 5.29454719164 182.55 0.026731 0.81746 0.56258 -762.649 1533.298 -3.58929e-05
1384.49839866 0.915704905613 12.909399021 6.70192940007 176.41 0.045133 1.035 1.2572 -768.019 1544.038 -1.11496e-05
1837.42702019 0.894174186829 12.5330376902 8.77303196689 203.2 0.038759 0.92774 2.4427 -860.072 1728.144 -9.04964e-06
1685.50009944 0.976720701861 11.0267062951 5.49053511506 192.11 0.039961 0.74774 0.71096 -818.427 1644.854 -5.21899e-05
1684.04150802 0.962858332602 11.4211289732 7.06991905015 188.41 0.032608 0.75121 1.2406 -729.681 1467.362 -7.87819e-06
2053.32539416 0.996552133815 10.0038977552 5.15318362325 208.99 0.050619 0.70551 0.62272 -899.369 1806.738 -1.46779e-06
1313.64019344 0.890677994325 13.5501151702 7.1900776997 169.19 0.045025 1.2151 1.3889 -761.483 1530.966 -1.63839e-05
1274.38893888 0.971588664798 12.2295443101 5.27789346984 159.86 0.032361 0.93283 0.6294 -735.425 1478.85 -1.65686e-06
1893.16347222 0.956237113915 11.408439745 8.76705738844 190.86 0.026305 0.70611 1.7859 -764.064 1536.128 -6.84505e-06
1562.71516376 0.908664830794 13.3497591143 9.73815293789 183.54 0.033454 0.92187 2.8423 -778.756 1565.512 -5.73153e-05
1611.46302993 0.919193320759 13.0817884102 8.51340843417 177.39 0.034711 0.95287 1.7661 -821.924 1651.848 -1.38452e-05
1424.08387954 0.95169037254 12.8621414259 6.45456816679 169.25 0.036191 0.98268 0.94912 -792.204 1592.408 -1.88061e-05
1767.52818939 0.905541402216 11.7541824806 8.44014703574 193.71 0.037957 0.82484 1.973 -767.251 1542.502 -1.32005e-05
1485.54582732 0.955907730888 12.0368631513 5.98511703315 179.36 0.037079 0.8779 0.85049 -771.746 1551.492 -2.25918e-05
1597.0914914 0.933115593186 11.9324743454 6.25757030743 183.05 0.042232 0.94304 0.91396 -822.57 1653.14 -1.17892e-05
1713.34223654 0.943477868323 11.1190603641 5.66863357323 201.48 0.051846 0.83871 0.8877 -812.206 1632.412 -2.80847e-06
1695.38821861 0.935420271444 12.8787003552 7.14478712132 185.27 0.034742 0.90296 1.1814 -896.842 1801.684 -5.7802e-06
1477.6112441 0.9999999274 11.4949968595 6.07198749284 166.24 7.2533e-05 0.71115 0.55554 -716.751 1441.502 -2.14009e-05
1453.66443934 0.96676492279 11.144405956 5.11222420089 182.77 0.04038 0.81434 0.61811 -742.39 1492.78 -5.73565e-06
1478.18545553 0.932032599334 12.9076807346 6.29440856044 184.03 0.038459 0.94596 0.98821 -808.031 1624.062 -6.53594e-05
1527.1772288 0.860276119465 13.2473329194 8.62276970734 183.02 0.05517 1.2883 2.9026 -785.307 1578.614 -3.037e-06
1992.90689926 0.964510029056 11.3402233907 7.0808323901 197.26 0.028047 0.71144 1.0444 -851.821 1711.642 -4.49548e-05
2107.4449097 0.946199791951 11.1727435581 8.41040651605 205.1 0.037591 0.75523 2.0879 -847.394 1702.788 -5.08932e-06
1796.69646752 0.987778493185 11.0135781388 5.76463300227 190.19 0.030514 0.75519 0.67456 -836.398 1680.796 -1.24633e-05
1825.12105916 0.999999866193 11.0492414874 5.54586776668 189.75 0.00013379 0.62617 0.42112 -884.035 1776.07 -7.84028e-05
2146.60179666 0.858575714352 11.491873812 9.73092836171 213.39 0.047693 0.90782 3.5837 -832.265 1672.53 -1.08582e-05
1879.12920514 0.876389472085 11.3463494924 9.02958250861 198.8 0.048574 0.94301 3.1568 -743.365 1494.73 -8.82655e-05
1564.15624827 0.97896760368 11.6405626769 5.76673476302 177.49 0.036129 0.82602 0.73974 -803.471 1614.942 -5.71467e-05
1516.68660543 0.957754357709 11.7062145665 5.47819553687 177.62 0.047463 0.92709 0.73109 -815.985 1639.97 -4.36433e-05
1614.99401748 0.941898612977 13.0178040157 7.56567956181 178.4 0.034314 0.95028 1.2938 -846.286 1700.572 -6.95583e-05
1609.67599653 0.928812401125 12.6144061665 8.43532412432 180.28 0.036632 0.93001 1.927 -767.593 1543.186 -3.56234e-06
1723.70316988 0.885394550514 13.1982318333 8.10640918763 190.33 0.044884 1.0978 1.9193 -906.954 1821.908 -8.81243e-05
1577.44720346 0.936571899567 12.9297237294 6.91711431847 181.88 0.03248 0.90237 1.0294 -849.518 1707.036 -4.63264e-05
2096.61526581 0.877151953447 12.1538323273 19.9999985028 184.98 0.024954 0.53752 0.0066984 -797.342 1602.684 -6.53648e-06
1676.79366091 0.892215584583 12.9711163766 7.75611499634 187.48 0.045377 1.0414 1.6975 -866.915 1741.83 -3.11935e-06
1462.94481483 0.924079894947 12.9344078961 6.27066839775 177.56 0.037086 0.96253 0.91381 -821.554 1651.108 -1.55007e-05
1906.44293662 0.871268868788 11.9815021415 9.22425629404 216.81 0.063701 1.1911 5.2643 -815.962 1639.924 -6.48541e-06
1792.56772299 0.894028095006 12.0246080469 10.3618824273 204.82 0.04358 0.90557 5.0086 -749.161 1506.322 -6.55777e-06
1716.9942049 0.960496926156 11.9499395745 5.7526552834 197.71 0.044446 0.86961 0.86526 -893.101 1794.202 -4.56624e-07
1842.47804783 0.947103786687 11.4248079623 6.1034002281 196.88 0.036793 0.7787 0.81634 -869.331 1746.662 -4.07663e-05
1647.1289972 0.924853239717 11.0238097116 6.54112800737 193.1 0.047685 0.91613 1.2557 -726.664 1461.328 -1.43348e-05
1630.47121646 0.864507988951 12.2441173869 9.4255445489 187.74 0.042352 0.96677 3.0448 -719.97 1447.94 -3.52725e-05
1550.59140188 0.905330893682 13.3558206352 7.25635496616 181.56 0.042677 1.074 1.4127 -871.306 1750.612 -7.4267e-05
1611.34096823 0.963902650953 11.1949294168 5.29360065044 189.24 0.053619 0.90049 0.76641 -821.579 1651.158 -7.94874e-05
1754.46884531 0.823805470492 11.2887704984 8.57410853592 206.75 0.059822 1.0905 3.5382 -676.616 1361.232 -6.22015e-05
1636.17493983 0.944885319472 11.7803268328 7.1585611193 183.15 0.039466 0.87725 1.3078 -742.106 1492.212 -2.61739e-05
1592.38441926 0.956315911143 12.2592394703 6.65778524184 185.48 0.033923 0.83431 1.0469 -793.181 1594.362 -2.49864e-05
1696.14753631 0.945766233923 11.5180296519 6.60953093038 187.97 0.04204 0.82812 1.1496 -772.668 1553.336 -2.35309e-05
1721.45431497 0.930912521907 11.6377317748 6.28300641508 203.26 0.039116 0.8003 0.99346 -817.174 1642.348 -4.65462e-05
1310.43276578 0.945212609154 12.5912678994 6.4432029102 166.71 0.040998 1.0328 1.1018 -704.963 1417.926 -2.62848e-05
1426.63706644 0.857303363948 14.4427610172 9.81841245679 183.37 0.041046 1.164 3.4474 -807.021 1622.042 -6.07405e-06
1988.16225207 0.924887046461 11.8835677499 7.99971484602 220.29 0.041436 0.77158 2.1805 -873.446 1754.892 -3.65655e-06
1529.46880551 0.932528055358 12.4596397173 6.73833850935 179.5 0.043874 1.0418 1.1948 -811.14 1630.28 -2.19632e-05
1771.08684993 0.86705172292 11.9273560722 7.28840162566 198.97 0.056078 1.142 1.7717 -814.885 1637.77 -0.000110015
1390.88914936 0.911811251173 13.3608846755 6.78390310306 172.92 0.03737 1.0373 1.0669 -794.468 1596.936 -5.34698e-05
1681.99778837 0.927074256058 12.807375938 6.64757882151 185.07 0.036179 0.9338 0.95602 -936.388 1880.776 -1.87424e-05
1432.13612549 0.997428191132 12.1029769428 5.95172090086 164.94 0.028392 0.85978 0.71449 -763.398 1534.796 -3.469e-05
1796.56290726 0.889644350173 11.5597850827 7.79013015969 198.27 0.046618 0.9056 1.9522 -766.812 1541.624 -6.35114e-06
