"D" "ssb0" "ssb1" "sigmass" "se.D" "se.ssb0" "se.ssb1" "se.sigmass" "logLik" "AIC" "maxgrad"
1621.85607279 5.07762674496 0.0172886353971 7.99735747111 139.09 0.0063946 0.00074336 0.35095 -2487.71 4983.42 -0.000206236
1731.2930114 5.08069329609 0.0172046919557 9.26205391951 154.16 0.0079365 0.0007981 0.41703 -2651.4 5310.8 -9.58481e-06
1614.02367108 5.07491260956 0.0173480353844 8.9010506903 151.37 0.0074286 0.0008798 0.40541 -2442.64 4893.28 -5.02569e-05
1977.33123799 5.09006969324 0.0192968417551 9.32347859405 164.83 0.0072089 0.00085816 0.40513 -2772.27 5552.54 -0.000190837
1652.40616343 5.10437704028 0.0203138826093 8.93755432686 144.5 0.0079532 0.00096952 0.43673 -2197.07 4402.14 -4.96881e-05
1600.94231997 5.08697837575 0.0175010158656 9.43832370275 142.67 0.007635 0.00082424 0.41262 -2633 5274 -7.65854e-05
1764.38631107 5.07532838258 0.0173019049726 8.51118208413 150.41 0.006741 0.00077646 0.3718 -2633.34 5274.68 -4.8049e-05
1757.47196298 5.09548910893 0.0182174204765 8.36150680438 146.04 0.0070418 0.00077341 0.36944 -2613.04 5234.08 -4.06394e-05
1891.56209019 5.09454449699 0.0198680915667 8.74771189462 158.54 0.0077548 0.00088926 0.426 -2385.51 4779.02 -2.0735e-05
1586.71561285 5.09256980874 0.0178773048509 9.17054784665 142.46 0.0075096 0.00084312 0.40386 -2594.63 5197.26 -0.000998397
1854.94922287 5.075368022 0.0179064595683 8.42798564426 156.09 0.006694 0.00080296 0.3642 -2597.68 5203.36 -2.87196e-05
1829.9421825 5.08881857446 0.0184818102805 9.61691606716 156.03 0.0072736 0.00087317 0.40943 -2794.83 5597.66 -2.32948e-05
1956.93941159 5.08259378797 0.0181277799738 9.11899976682 162.25 0.0070211 0.00081931 0.38859 -2867.05 5742.1 -5.94847e-07
2022.2473998 5.10215236577 0.0199622215194 8.1129854858 155.74 0.0063195 0.00077517 0.3541 -2757.39 5522.78 -0.00149675
1723.4654116 5.08284066848 0.0178583049544 8.92348829666 151.34 0.0076531 0.00081945 0.41347 -2499.98 5007.96 -4.65421e-06
1653.53615323 5.09227236874 0.0182703320223 8.74911628042 144.46 0.0070446 0.00082686 0.38534 -2543.76 5095.52 -4.65829e-06
1584.02913729 5.08787077218 0.0178679535243 8.66556499731 140.18 0.0066636 0.00080168 0.37339 -2566.82 5141.64 -0.00112793
1358.98665497 5.07936564102 0.0154900240575 8.21943506014 124.4 0.0071188 0.00069066 0.35853 -2490.71 4989.42 -0.00015202
1778.91103732 5.08025142141 0.0180481878932 8.05200894166 148.65 0.0069031 0.0007816 0.37075 -2421.01 4850.02 -3.0056e-05
2017.61906698 5.09401546413 0.020749336902 9.05991941782 168.1 0.0075517 0.00092461 0.43296 -2512.88 5033.76 -0.000487809
1787.15492316 5.08615579936 0.0181051923134 7.98287521129 145.99 0.0062838 0.00073788 0.35057 -2619.37 5246.74 -1.55137e-05
1693.12647674 5.09515714212 0.018154393695 8.6067524086 143.12 0.0072199 0.00080151 0.3818 -2651.21 5310.42 -8.18647e-05
1541.51120683 5.09367515467 0.0177097882648 9.2785058051 139.19 0.0078135 0.00089236 0.4167 -2527.61 5063.22 -2.74524e-05
1394.70645982 5.07863579663 0.0161670106328 8.61829792101 134.35 0.0076721 0.00082696 0.39727 -2309 4626 -6.11166e-05
1617.25629156 5.09158934607 0.0169643740127 8.60203317807 139.41 0.0074607 0.00074191 0.37745 -2710.1 5428.2 -0.000334156
1645.54664304 5.08022377152 0.0175548782234 8.44283695713 145.2 0.0073485 0.00081619 0.39272 -2379.74 4767.48 -5.87297e-05
1570.58189393 5.07157258574 0.0160209132138 8.90242412243 149.1 0.0071349 0.00079415 0.37493 -2662.5 5333 -9.98268e-05
1678.74872716 5.08176049956 0.0173736667304 8.90152561243 151.28 0.007349 0.00083629 0.39 -2629.74 5267.48 -5.25348e-06
1914.99675874 5.09422874807 0.0188837454081 8.69051467109 152.73 0.0065019 0.00078903 0.35901 -2877.49 5762.98 -4.31156e-05
1467.40011627 5.09519046746 0.0176213615261 8.44988841437 131.69 0.0072603 0.00081185 0.4007 -2338.01 4684.02 -7.06079e-05
1471.57343352 5.09103474996 0.0171959942256 8.85620334941 130.98 0.0071469 0.00076583 0.38359 -2596.98 5201.96 -1.54701e-06
1822.74197425 5.07902693568 0.0175036653651 9.56309526291 162.63 0.0079289 0.00086547 0.4225 -2726.48 5460.96 -8.19903e-06
1873.78526821 5.09570511285 0.0186358156371 8.86622814523 151.41 0.0068305 0.00078061 0.36967 -2886.56 5781.12 -2.86695e-05
1768.50774453 5.07247768427 0.0170691506601 9.17957779279 156.38 0.0068715 0.00083208 0.38797 -2760.97 5529.94 -5.16609e-06
1780.1734874 5.08687530994 0.0181297376142 9.3123772351 153.78 0.0071407 0.0008353 0.40307 -2721.34 5450.68 -0.000131371
1436.95718947 5.09333173307 0.0178172876593 8.56608995988 129.85 0.007239 0.00083299 0.38603 -2391.58 4791.16 -2.18813e-05
1694.93622157 5.09692356665 0.0183534025303 8.2759487982 144.01 0.0069158 0.00078816 0.37305 -2576.79 5161.58 -2.81124e-05
1671.05428588 5.09184454603 0.0192773809127 9.35781031514 152.26 0.008551 0.00097624 0.45794 -2298.78 4605.56 -2.91917e-05
1682.24787308 5.09761339641 0.0188855273139 9.36444880489 147.04 0.0075609 0.00090138 0.41328 -2613.66 5235.32 -0.000601312
1823.89970865 5.09306254603 0.0196704415019 7.84697812394 151.39 0.0070653 0.00086288 0.39936 -2227.6 4463.2 -4.07684e-05
1520.3375337 5.0916914024 0.0179732520722 9.56102949338 140.33 0.0085075 0.00087665 0.45114 -2418.85 4845.7 -1.43516e-05
1745.04511424 5.08918812985 0.018494799667 8.8378809761 152.7 0.0071935 0.00085383 0.38882 -2579.02 5166.04 -2.10354e-05
1721.99269867 5.09939830688 0.018706468122 8.642662419 141.84 0.0069517 0.00081121 0.37705 -2637.96 5283.92 -0.000277956
1330.70045241 5.10430215614 0.018104019925 9.06457750721 126.53 0.007575 0.00086629 0.40757 -2408.81 4825.62 -0.000103025
1546.88634233 5.08398548478 0.0170493006646 8.93078979168 144.02 0.0079762 0.00083382 0.40796 -2461.81 4931.62 -0.000623168
1504.39628052 5.08134386822 0.0166382305954 8.25982138278 136.07 0.0072671 0.00076696 0.3802 -2386.26 4780.52 -0.000201335
1701.36727513 5.09014874494 0.0180179017912 8.42893215334 143.52 0.0071076 0.0008411 0.38964 -2489.25 4986.5 -3.23272e-05
1750.9509948 5.07904838784 0.0177967336047 8.8138117833 151.55 0.0071295 0.00083811 0.39814 -2522.59 5053.18 -2.79736e-05
1843.72721664 5.0751544579 0.0176300004822 9.39687419051 160.59 0.0075127 0.00084157 0.41397 -2722.05 5452.1 -2.76109e-05
1424.19458618 5.10715189558 0.0186361579043 8.52489823983 128.43 0.0076146 0.00082188 0.39372 -2307 4622 -3.80224e-06
1655.54387178 5.0904820465 0.0173767791858 8.67719374797 140.18 0.0068255 0.00076713 0.37314 -2720.28 5448.56 -8.71116e-05
1809.51827793 5.08907783794 0.0191211527817 9.10727612747 152.46 0.0073946 0.00086992 0.40114 -2623.05 5254.1 -2.05535e-05
1759.95588102 5.09029629275 0.0177107835134 8.7239577466 149.44 0.0068353 0.00078647 0.36991 -2744.96 5497.92 -0.000666527
1756.20103367 5.09859294173 0.0187467893256 8.53484595314 144.2 0.0068429 0.00081141 0.36957 -2656.86 5321.72 -2.4657e-06
1675.73925209 5.07594626917 0.0168821189983 8.67487503824 145.26 0.0066528 0.00077886 0.36426 -2664.46 5336.92 -0.00114133
1741.93368406 5.08450828766 0.0176636023302 8.29359058616 148.92 0.0072995 0.00077731 0.38446 -2493.45 4994.9 -1.08541e-05
1554.53314406 5.08366353163 0.0174904473604 8.80019179873 139.98 0.0073279 0.00082953 0.41199 -2398.7 4805.4 -5.25748e-06
1643.3181424 5.0942925837 0.0180332333968 8.80598710271 143.86 0.0076538 0.00083422 0.39851 -2525.44 5058.88 -5.00617e-06
1741.14200271 5.09187910219 0.0183239190213 8.70924669794 148.29 0.0072332 0.00083182 0.3827 -2596.66 5201.32 -0.000109278
1596.30560548 5.09727437749 0.0177982720938 8.4940270265 137.81 0.007412 0.00078022 0.38086 -2518.68 5045.36 -4.54444e-05
1849.1816783 5.0889872597 0.017820399589 8.47941665901 150.45 0.0065771 0.00076696 0.35842 -2857.48 5722.96 -0.000138689
1793.76457164 5.08047725222 0.0189930676191 8.87041753409 162.42 0.0078889 0.00097642 0.44714 -2221.73 4451.46 -0.000384819
1759.19244854 5.09554213152 0.0183697559984 9.365654003 149.73 0.0071672 0.00085048 0.399 -2806.84 5621.68 -7.0304e-06
1598.59263801 5.09484870117 0.0179137232637 9.42616545859 144.86 0.0077057 0.00087002 0.42134 -2597.44 5202.88 -4.18288e-05
1838.02241501 5.08254272929 0.0187336103528 8.93350529976 156.6 0.0069566 0.00084786 0.38588 -2623.37 5254.74 -9.02213e-06
1703.1054338 5.08242567469 0.0190178114191 8.88432741104 151.11 0.0079795 0.00091993 0.43507 -2211.12 4430.24 -5.41952e-05
1724.84146319 5.07605459257 0.0164079367513 8.70534794018 148.98 0.0066075 0.00074658 0.36076 -2867.95 5743.9 -0.000646938
1542.42408303 5.08797828238 0.0175473300871 8.50401810088 137.6 0.0074145 0.00083294 0.39361 -2401.15 4810.3 -0.000554129
1630.40188417 5.09024039072 0.018266633734 9.29765972125 142.79 0.0074249 0.00086991 0.4109 -2553.21 5114.42 -9.02774e-06
1452.6127452 5.08849622222 0.0173750390417 9.11685866806 137.17 0.0078571 0.00085428 0.41144 -2437.69 4883.38 -8.83796e-05
1658.90358602 5.09412611763 0.0175210727864 8.53893587881 139.49 0.0067492 0.00078017 0.35955 -2711.11 5430.22 -9.72755e-06
1695.12299228 5.08231306074 0.0178954928424 8.2200328731 143.2 0.0065305 0.00081166 0.36161 -2548.99 5105.98 -0.00013992
1662.98263304 5.08521574838 0.0184329722716 8.88420365167 148.45 0.0073874 0.00088731 0.4151 -2420.73 4849.46 -5.34811e-05
1676.95113364 5.08953711009 0.0185834567688 8.3252375658 145.11 0.0073263 0.00081193 0.38126 -2422.24 4852.48 -2.26016e-05
1699.82410793 5.08887720024 0.0184280395297 8.97210253908 152.79 0.008127 0.0008319 0.42095 -2435.86 4879.72 -7.9959e-05
1631.34481229 5.10786773154 0.0190249961088 9.18032995505 140.45 0.0081754 0.00085371 0.40731 -2557.51 5123.02 -1.77281e-05
1911.3486896 5.09205706218 0.0183025142484 8.96857686466 156.18 0.0064862 0.00077306 0.35556 -3043.68 6095.36 -9.59706e-05
1615.16748407 5.09244030108 0.0185162115067 9.30191432897 144.68 0.0080895 0.00088624 0.42856 -2425.29 4858.58 -8.44702e-05
1724.73232916 5.08748835046 0.0172951383306 8.91997588268 147.17 0.0070142 0.00079328 0.37568 -2813.24 5634.48 -5.10553e-05
1774.65132248 5.11109734967 0.0198989524964 8.82823626357 144.86 0.0069474 0.00082426 0.39129 -2673.03 5354.06 -7.00667e-05
1494.34539002 5.08730592775 0.0173472440838 8.60953521304 133.05 0.0071598 0.00081262 0.3926 -2390.71 4789.42 -4.18091e-07
1588.01722159 5.09013451372 0.018427804171 9.01907349979 144.21 0.007459 0.00088497 0.41854 -2386.96 4781.92 -8.96212e-06
1643.00644617 5.08409992203 0.0169720755957 9.3653253274 147.42 0.0081762 0.00083248 0.43614 -2595.1 5198.2 -2.78119e-05
1342.33132312 5.07685411279 0.0168397942683 9.86328729195 139.42 0.0088461 0.00094666 0.48611 -2221.45 4450.9 -6.7339e-05
1544.97160573 5.0792049791 0.0165541896883 8.72509119875 139.49 0.0073734 0.00079423 0.38688 -2573.22 5154.44 -2.41342e-05
1575.74413013 5.08891805246 0.0175506002834 8.8973211133 138.06 0.0071527 0.00079764 0.38287 -2582.76 5173.52 -0.000705753
1778.97323224 5.08369379217 0.0185700073928 8.04900917412 150.06 0.0066364 0.00082871 0.3686 -2418.42 4844.84 -2.16783e-05
1645.36852661 5.09092060378 0.0174342919065 8.91048537465 142.54 0.0073009 0.0007731 0.38671 -2706.69 5421.38 -4.89812e-05
1840.60042256 5.0975965439 0.0197475519718 8.27334572781 150.49 0.0065497 0.00084462 0.36281 -2561.67 5131.34 -2.53182e-05
1560.78240588 5.08438213618 0.016894422278 9.17576543964 142.36 0.0077772 0.00082274 0.40426 -2588.02 5184.04 -2.07236e-05
1661.03378895 5.09348097331 0.018168886815 8.94264640681 143.22 0.0076447 0.00084808 0.40946 -2503.86 5015.72 -0.000126015
1698.11915651 5.07572323745 0.0171251321831 8.48349946986 151.29 0.0068002 0.00083076 0.3786 -2493.09 4994.18 -1.29556e-05
1668.72251423 5.08520843306 0.0175016243692 8.7377422646 154.06 0.0086422 0.00079665 0.39743 -2529 5066 -0.000164526
1572.11384729 5.09201321111 0.0179399792958 8.28418465956 136.34 0.0066969 0.0007821 0.36258 -2480.54 4969.08 -9.719e-06
1482.31918928 5.09915581931 0.0183463552463 9.01848216306 135.81 0.0076513 0.00086393 0.41508 -2395.83 4799.66 -1.01928e-05
1818.40358569 5.07619172781 0.0178077460338 8.94197350914 159.7 0.0072453 0.00085124 0.40491 -2555.67 5119.34 -0.000187526
1773.9234607 5.09372119736 0.0195075629091 8.65843624457 152.81 0.0077758 0.00089845 0.41442 -2353.56 4715.12 -1.20069e-05
1849.1761381 5.09060971721 0.0192199177905 9.21360431251 157.48 0.0073864 0.00087435 0.41642 -2605.47 5218.94 -9.35009e-06
1512.36180867 5.08725414841 0.0171654496015 8.24449723716 136.7 0.0072278 0.00075517 0.36284 -2504.73 5017.46 -6.53007e-05
1513.61240309 5.07442523905 0.016055472704 9.05018968358 143.25 0.0074124 0.00080567 0.39123 -2623.71 5255.42 -5.64747e-05
1630.79976509 5.09890277698 0.0187951407662 9.34747950347 145.95 0.0079412 0.00089652 0.42781 -2494.28 4996.56 -6.9351e-05
1670.1717203 5.09168917901 0.0182932973464 8.8574408696 143.16 0.0068701 0.00083057 0.37852 -2661.85 5331.7 -0.00143821
1725.13765194 5.07816814585 0.0164797243285 8.76240322212 148.42 0.0069643 0.00072836 0.37277 -2809.84 5627.68 -7.49536e-06
1380.92341588 5.09034470775 0.0173289544238 8.80310275437 128.97 0.0074388 0.00083302 0.40153 -2350.7 4709.4 -8.60643e-05
1571.08988334 5.09706745651 0.0177846149038 8.44454749029 132.24 0.0067952 0.00073101 0.35319 -2684.64 5377.28 -4.94874e-06
1707.91141949 5.07844186137 0.0173442391342 8.76333564949 152.82 0.0075913 0.00083041 0.39606 -2506.47 5020.94 -9.59317e-05
1973.28840096 5.10230479347 0.0199811091673 8.78826781502 156.08 0.0070235 0.00083546 0.38707 -2681.03 5370.06 -6.19133e-06
1787.46542886 5.10209506698 0.0194335460346 8.805342544 145.59 0.0067735 0.00082472 0.37429 -2728.26 5464.52 -1.42424e-05
1534.43194741 5.09535316615 0.0176977418972 8.89840804865 138.11 0.007406 0.00082754 0.40183 -2514.8 5037.6 -2.31923e-05
1733.87042398 5.09861564418 0.0191928429114 8.6589571002 145.59 0.0073609 0.0008383 0.39425 -2488.61 4985.22 -0.000610399
1652.47997178 5.09837888584 0.0175689242859 7.99422550369 135.63 0.006652 0.00069715 0.34521 -2707.65 5423.3 -3.31339e-05
1643.64243597 5.08420943322 0.0175782041898 8.650076811 146.1 0.0074713 0.00083109 0.40439 -2416.73 4841.46 -1.77763e-05
1499.75364052 5.0917009092 0.0175461874917 8.83183699545 136.83 0.0071435 0.00082881 0.39017 -2537.67 5083.34 -5.73222e-05
1982.90407978 5.0894084359 0.0186882928414 8.78318878762 157.48 0.006536 0.00078369 0.35763 -2960.5 5929 -3.1225e-05
1334.38764324 5.07942982693 0.0154249504043 8.155436224 124.35 0.0069202 0.00073069 0.3481 -2520.57 5049.14 -2.34387e-05
1656.26367708 5.07842883585 0.0176868775651 9.17798988729 152.57 0.0074166 0.0009093 0.40638 -2470.74 4949.48 -0.00272223
1621.11781143 5.08150225618 0.0176539898695 8.86895294729 145.39 0.0078594 0.00081926 0.40943 -2402.33 4812.66 -1.52983e-05
1828.17907615 5.08548436781 0.0178809070871 8.46929515229 149.66 0.0064543 0.00075947 0.3431 -2878.23 5764.46 -1.09571e-05
1683.09950872 5.08967284624 0.0173939141195 9.04974070995 144.75 0.0070632 0.00077288 0.3847 -2805.54 5619.08 -0.000116452
1766.2416215 5.09247150584 0.0178285351141 8.90670887802 147.01 0.0068023 0.00079415 0.35604 -2954.38 5916.76 -2.6456e-05
1712.93667754 5.09065430929 0.0192889696902 8.99606899599 149.01 0.0073166 0.00090757 0.40867 -2438.08 4884.16 -3.97666e-05
1684.19085768 5.09035257821 0.0171563978937 8.26857274618 140.96 0.006802 0.00073298 0.34684 -2795.56 5599.12 -1.61162e-05
1760.96015669 5.07975400102 0.0172324526183 8.51261079317 152.37 0.0070833 0.00075227 0.35989 -2737.23 5482.46 -0.000176449
1558.01390486 5.09693100513 0.0177476687074 9.0918587419 135.84 0.0077027 0.00079143 0.39982 -2627.45 5262.9 -5.68949e-05
2016.84466634 5.08657961456 0.0190262164196 9.04141328851 162.5 0.0067635 0.00082376 0.38174 -2867.38 5742.76 -0.000342448
1704.08224247 5.0777705217 0.0185430574319 9.06611426607 153.93 0.0078583 0.00093642 0.42596 -2319.88 4647.76 -4.72933e-05
1848.02652047 5.08223389721 0.0190862920229 9.46245286199 165.44 0.0078381 0.00091932 0.43928 -2488.97 4985.94 -2.19452e-05
1553.47452605 5.08734095072 0.0175695892375 8.70665884042 137.46 0.0069627 0.00082329 0.37456 -2560.58 5129.16 -2.52645e-05
1691.18087225 5.08284269235 0.0183736687921 8.52224104561 152.32 0.0082238 0.00092575 0.43932 -2152.96 4313.92 -2.02793e-06
1691.42204855 5.08030029969 0.0184186008189 9.36212959914 156.54 0.0081871 0.00092834 0.44498 -2338.27 4684.54 -7.42739e-05
1895.94914827 5.08715670413 0.0185876988238 9.46560537323 163.75 0.0076828 0.00083187 0.40689 -2806.05 5620.1 -0.000449187
1645.82863866 5.09445609883 0.018084102787 8.61456464069 137.24 0.0063058 0.0007663 0.35332 -2754.3 5516.6 -9.78717e-05
1843.70396857 5.0848756902 0.0179733334917 8.97736827498 155.82 0.0070783 0.00079965 0.38262 -2783.07 5574.14 -0.00088882
1569.8724378 5.08959751992 0.0188308095546 8.97836606071 143.02 0.0080105 0.00086779 0.42625 -2280.07 4568.14 -4.04311e-06
1608.38903578 5.08801573787 0.0177260503125 9.00337393574 143.4 0.0075257 0.00083584 0.40037 -2513.9 5035.8 -0.00047584
1773.01368329 5.08949104432 0.0184068297355 9.32583369604 155.52 0.0077461 0.00088863 0.42793 -2551.31 5110.62 -3.21198e-06
1631.5848424 5.07709660234 0.0167640252661 8.90498138304 144.81 0.0072479 0.00079039 0.3879 -2591.2 5190.4 -8.95513e-06
1662.19898089 5.0944854685 0.0176609352712 8.8746126112 143.55 0.0069924 0.00079344 0.37973 -2733.44 5474.88 -0.000137064
1746.96734719 5.09969586163 0.0186927164617 8.6413525015 142.13 0.0069445 0.00079929 0.37668 -2673.53 5355.06 -2.96831e-06
1629.23046305 5.07929038022 0.0173531388314 9.40385258895 145.4 0.0078359 0.00083834 0.41887 -2559.27 5126.54 -4.38287e-06
1781.86754317 5.0787869261 0.0186886654836 9.028780134 157.76 0.0080264 0.00090566 0.43405 -2326.01 4660.02 -9.08583e-05
1671.43327618 5.09983020947 0.0192585693636 8.63421551838 141.7 0.0075065 0.0008764 0.3943 -2436.61 4881.22 -2.57661e-05
1594.82244723 5.07078861579 0.0165278157056 8.75012067666 148.43 0.0076643 0.00086173 0.41657 -2365.52 4739.04 -8.45219e-06
1625.18039772 5.07798884599 0.0172785783299 8.70980188508 145.9 0.0074455 0.00085716 0.40078 -2406.96 4821.92 -3.32412e-06
1665.28117142 5.09459652939 0.0180600284169 9.04788099561 143.68 0.0077412 0.00086073 0.41919 -2518.01 5044.02 -9.70996e-05
1725.46469509 5.09009440923 0.0179732008909 8.4219327102 145.2 0.0069456 0.00079327 0.38078 -2546.13 5100.26 -0.00114329
1830.29686276 5.08115619816 0.0188990275519 8.63842306539 158.44 0.0077491 0.00087743 0.41698 -2318.25 4644.5 -3.21554e-05
1677.76547843 5.08039177901 0.0177566974758 8.59982910618 147.64 0.0070142 0.00082842 0.39129 -2456.8 4921.6 -9.92115e-06
1629.71170872 5.09993573646 0.018515602136 8.30301365861 137.16 0.0069643 0.00078477 0.36154 -2569.95 5147.9 -3.35326e-05
1588.55525523 5.09020425322 0.0174964132563 9.06960629217 141.72 0.0073397 0.00078498 0.38914 -2715.6 5439.2 -4.94337e-05
2109.29989158 5.08692741291 0.0202524880903 9.64752501507 176.91 0.0079494 0.00094674 0.44765 -2621.32 5250.64 -2.04795e-05
1863.18868195 5.09320914861 0.0195177005458 8.88750595572 158.54 0.0075278 0.0008637 0.41503 -2543.18 5094.36 -2.52844e-05
1470.48191772 5.07731295063 0.016724069806 9.24055593919 141.39 0.0076276 0.0008737 0.42138 -2405.42 4818.84 -7.78565e-05
1507.52373088 5.08748535533 0.0173719533937 8.5322528117 135.72 0.0074236 0.00078446 0.38456 -2435.41 4878.82 -1.05176e-05
1778.38537587 5.09222442825 0.0175745265034 9.31539755595 145.47 0.0066246 0.00075866 0.37374 -3071 6150 -3.05003e-05
1618.05666822 5.07625991924 0.0160743452721 8.86558878853 140.72 0.0071306 0.00073318 0.36857 -2834.39 5676.78 -0.000140082
1649.43312644 5.06942436338 0.0169394375773 8.70906083374 149.91 0.006833 0.0008377 0.39088 -2485.65 4979.3 -0.000199327
1707.34398411 5.07901419009 0.0167189298857 9.61340750274 153.41 0.0073886 0.00082963 0.39633 -2893.26 5794.52 -0.000115644
1657.96384805 5.08820490743 0.0184436779363 9.0485761083 146.5 0.0072414 0.0008582 0.40076 -2521.6 5051.2 -8.10971e-06
1876.96977225 5.09519596212 0.0183866846614 8.43047721797 146.83 0.0064393 0.00073182 0.34954 -2900.65 5809.3 -6.34635e-05
1815.19936125 5.08032589086 0.0190111012425 9.22965581942 164.22 0.0079668 0.00097446 0.45571 -2310.8 4629.6 -4.66411e-05
1826.03249984 5.09100656 0.0181626780159 9.08945872847 151.38 0.0070838 0.00076399 0.37807 -2906.33 5820.66 -4.71958e-05
1673.17346733 5.08638883855 0.0184638319891 9.23323999121 150.15 0.0074837 0.00092172 0.4156 -2491.92 4991.84 -0.000392365
1415.24410257 5.09219948005 0.0172139643283 9.26257455983 131.94 0.0077999 0.00082711 0.40515 -2515.63 5039.26 -6.59222e-05
1813.38231477 5.09418747761 0.018283610231 8.41184902845 148.42 0.0068013 0.00073366 0.35494 -2845.02 5698.04 -5.46324e-05
1665.79283154 5.0953618968 0.0182207090435 9.17909668667 145.85 0.0077393 0.00082512 0.41281 -2621.67 5251.34 -3.84447e-05
1720.44764833 5.10427476983 0.0199509083354 8.49334481802 145.01 0.0069868 0.00084645 0.39416 -2432.48 4872.96 -8.29137e-05
1954.38863526 5.07644775889 0.0176129825521 9.01293307118 165.07 0.0074207 0.00079232 0.40061 -2799.63 5607.26 -0.000150847
1452.45250913 5.08724892626 0.0172974797521 8.99692749911 134.39 0.007473 0.00082778 0.39397 -2506.04 5020.08 -1.67561e-06
1566.94981217 5.08126294815 0.0178000703496 9.26089267359 146.29 0.0080475 0.00092662 0.43748 -2359.97 4727.94 -0.000341789
1889.62493483 5.09403639533 0.0198838031672 8.49233935753 155.08 0.0064312 0.00086305 0.36868 -2621.61 5251.22 -9.35309e-05
1517.60258189 5.0994253931 0.0173774385483 7.93955004901 127.06 0.0068415 0.00068721 0.34054 -2614.9 5237.8 -0.000272434
1613.37729363 5.07677121762 0.016413762385 8.43115801344 142.32 0.0065837 0.00074767 0.34931 -2724.47 5456.94 -0.000611838
1509.05101743 5.09433535285 0.0174445086452 9.25030709586 135.86 0.0073004 0.00082781 0.39197 -2652.79 5313.58 -5.88277e-05
1648.67295369 5.08628112461 0.0180613409469 8.50514122422 145.99 0.0073098 0.00081876 0.37984 -2471.03 4950.06 -0.000991132
1572.31919266 5.09855617532 0.0180924207907 8.55173169424 135.59 0.0071899 0.00078986 0.38551 -2501.91 5011.82 -0.00178198
1591.01010921 5.08725867146 0.0175827789781 9.40867857311 144.42 0.0074879 0.00082416 0.39573 -2672.92 5353.84 -2.92956e-05
1704.86757511 5.09988068296 0.0190449162602 9.6225277387 148.5 0.0077157 0.00088044 0.4305 -2591.42 5190.84 -2.16823e-05
1815.72978351 5.09212174391 0.017802661772 8.79236697452 147.99 0.0064426 0.00074844 0.35724 -2957.78 5923.56 -5.65147e-07
1405.27187469 5.09723531548 0.0173659951308 8.33006145093 129.63 0.0076142 0.0007855 0.38033 -2367.11 4742.22 -0.000112144
1524.05580058 5.0816907905 0.0175314061514 9.54577726864 146.36 0.007852 0.00091571 0.44167 -2371.76 4751.52 -0.000275697
1610.435467 5.09159936354 0.017318061707 8.8871342484 139.51 0.0070449 0.00080641 0.38854 -2640.42 5288.84 -3.4997e-05
1516.24758168 5.09101320394 0.0178536484153 9.69292613337 141.5 0.0079708 0.00088811 0.42475 -2544.73 5097.46 -5.54685e-05
1943.92724597 5.0974700506 0.0193551136522 9.28544652101 155.75 0.0071433 0.00083725 0.38978 -2819.19 5646.38 -5.68866e-06
2070.3371833 5.09707170473 0.0202314211029 8.57693219433 160.93 0.0065754 0.00082885 0.36159 -2843.63 5695.26 -0.000121081
1830.86731879 5.08604597151 0.018099572784 8.72999069003 153.37 0.0068537 0.00079043 0.37626 -2727.88 5463.76 -2.62022e-06
1956.1055177 5.0893786525 0.0185135487734 8.66623378117 156.91 0.0065191 0.00076426 0.3617 -2899.7 5807.4 -6.87074e-05
1928.89774787 5.095148212 0.0192882150443 8.53885982744 155.5 0.0071347 0.00082273 0.39118 -2600.95 5209.9 -1.46525e-05
1731.84624428 5.09427685443 0.0194625947183 8.4945253205 150.93 0.0075427 0.00084893 0.41009 -2339.41 4686.82 -9.10879e-05
1718.49062296 5.09494775708 0.0184725500566 8.33766438581 144.08 0.0070551 0.00076722 0.36869 -2601.59 5211.18 -5.10073e-06
1594.48562685 5.07825120414 0.0168030409616 8.97052980152 143.05 0.0075191 0.00080243 0.40387 -2558.33 5124.66 -0.00221539
1606.61173619 5.09422614022 0.0170501520165 8.6004265229 135.18 0.0066237 0.00073753 0.34574 -2850.9 5709.8 -1.60626e-05
1737.51226326 5.09325979993 0.0188565260224 8.26355542365 142.72 0.0064996 0.0008102 0.35888 -2570.38 5148.76 -5.55131e-05
1832.93807101 5.08142711328 0.0172223092173 8.4646419692 150.45 0.0064732 0.00073178 0.34705 -2925.38 5858.76 -4.02354e-05
1615.24554149 5.08666479695 0.0168525284818 9.06604840347 140.95 0.0072214 0.00077162 0.38127 -2799.19 5606.38 -0.000143095
1794.06794343 5.08386278688 0.017706498714 8.14731047357 148.87 0.0070505 0.00076262 0.3701 -2544.33 5096.66 -1.41519e-05
1806.56232127 5.08544649449 0.0179140296349 8.87052027615 149.23 0.0068851 0.00077548 0.37262 -2783.17 5574.34 -5.18152e-06
1604.80889367 5.09597959438 0.0176459706312 8.89130555186 142.11 0.0073105 0.00080219 0.38772 -2682.71 5373.42 -1.54769e-05
1684.05376082 5.08600769961 0.0176507121216 8.83275704962 146.78 0.0074687 0.00080229 0.39309 -2581.11 5170.22 -1.29591e-05
1559.80467884 5.08463452694 0.0172671541363 8.29798201343 136.36 0.0071323 0.00077192 0.37553 -2424.48 4856.96 -7.44119e-05
1885.48582869 5.08767356401 0.0178911697003 9.0455111857 155.45 0.0067777 0.00078705 0.37641 -2902.19 5812.38 -4.01018e-06
