"D" "ssb0" "ssb1" "sigmass" "sigmatoa" "se.D" "se.ssb0" "se.ssb1" "se.sigmass" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1676.52730782 160.117118301 2.46997872355 8.6899660472 0.0019215271152 127.35 0.97854 0.0971 0.33606 0.00012266 -1018.52 2047.04 -5.46939e-05
1622.3939311 160.66291763 2.41956826948 9.23002202173 0.00194697887257 121.01 0.9239 0.089832 0.31672 0.00011035 -1015.95 2041.9 -2.75481e-06
1796.19427954 160.31559128 2.44516910957 8.54414053594 0.00192447842107 130.47 0.89736 0.089757 0.3063 0.00011736 -1084.03 2178.06 -1.87276e-05
1525.32968095 159.951532251 2.28687500943 9.10509501633 0.00173454823837 116.47 0.97977 0.09099 0.3339 0.00010345 -1021.53 2053.06 -4.07569e-06
1725.54215166 160.742587892 2.55672519288 8.57328275743 0.00181879843408 130.98 0.98784 0.098754 0.34388 0.00012103 -1017.48 2044.96 -2.52923e-06
1695.91038136 160.407667331 2.50343762007 9.04677874723 0.00178057954492 127.9 0.97362 0.096783 0.33681 0.00011054 -1020.66 2051.32 -0.00116272
1507.75637393 160.042949203 2.32975730838 8.64659953841 0.0016593876162 116.46 0.94195 0.092853 0.32529 9.9287e-05 -940.818 1891.636 -0.000302904
1686.02327887 161.120680087 2.48361319146 8.9334550084 0.00172892201111 126.11 0.9753 0.094693 0.33688 0.00010658 -1074.87 2159.74 -6.23122e-06
1801.68997578 161.610699879 2.51968584699 9.20687248461 0.00182214930367 128.67 0.91083 0.091556 0.31662 0.0001006 -1108.1 2226.2 -8.48545e-06
1530.2575052 160.640976383 2.39820455093 9.25266321636 0.00187897992165 118.63 1.0147 0.099336 0.34722 0.00011587 -1014.33 2038.66 -7.70736e-06
1580.2838167 160.378588227 2.402895317 8.78852227071 0.00186981059525 121.66 0.97605 0.095475 0.33827 0.00012148 -1012.7 2035.4 -2.62571e-06
1665.00891709 161.536130246 2.43166522637 9.04136117327 0.00198045774225 123.83 0.98312 0.095322 0.33067 0.00011359 -1102.93 2215.86 -7.91024e-06
1746.04643826 159.213322224 2.36304757804 8.74812756948 0.00193230456635 130.16 0.94572 0.095373 0.32489 0.00011949 -1077.31 2164.62 -6.14343e-06
1824.26993463 159.103465286 2.42082788486 9.19258243807 0.00188885604935 134.47 0.94635 0.09556 0.33894 0.00011543 -1138.88 2287.76 -6.15493e-06
1767.21121136 159.422016116 2.37987522741 9.23517241627 0.00167939117612 129.17 0.92942 0.09185 0.3311 9.5565e-05 -1111 2232 -8.9349e-05
1746.12172949 161.350295958 2.5807285795 8.75351983766 0.00189285204732 129.05 0.94793 0.09393 0.32693 0.00011984 -1030.6 2071.2 -6.63505e-06
1626.31661913 157.53450835 2.15535557436 8.75124878684 0.00186879815511 123.49 0.93914 0.091051 0.32566 0.00011368 -1066.6 2143.2 -0.00247598
1604.61958894 158.613441592 2.3240174623 9.32185533943 0.0018008014413 123.85 1.0012 0.095743 0.36067 0.00011736 -1066.04 2142.08 -0.00132105
1661.74781565 160.534807775 2.32767273553 8.52526948906 0.00172041940694 120.74 0.88266 0.084551 0.3064 9.8924e-05 -1053.68 2117.36 -3.56055e-05
1934.51587334 160.122181817 2.47546989043 8.72120296871 0.00188372005216 136.85 0.8938 0.08954 0.30613 0.00010655 -1144.81 2299.62 -0.000232328
1804.91601418 160.87671175 2.53112326528 9.08075717492 0.00160167004659 130.87 0.95294 0.092419 0.32866 9.4414e-05 -1096.63 2203.26 -6.33337e-08
1746.51051088 156.893544647 2.20067765797 8.91924861568 0.00215300017259 132.03 0.94261 0.090514 0.33822 0.00014208 -1159.09 2328.18 -4.67655e-05
1699.1363802 158.151754505 2.21649341375 8.66546779313 0.00190551741053 124.73 0.88823 0.084063 0.30837 0.00011606 -1082.48 2174.96 -5.61446e-05
1933.2714824 160.091217507 2.45510801046 9.67396673384 0.00182103750412 138.38 1.0161 0.098724 0.3484 0.0001086 -1267.12 2544.24 -1.71359e-06
1755.08743851 160.328007647 2.42761347429 9.09075067305 0.00201096791996 130.78 0.98278 0.094963 0.34026 0.00013392 -1141.62 2293.24 -0.00196477
1822.27744584 159.381894161 2.399834385 9.62189533205 0.00171755384915 133.64 1.0183 0.096189 0.35639 0.00010857 -1214.01 2438.02 -0.000228493
1965.26861216 161.468403904 2.55983611227 8.98922751321 0.00188147980529 135.24 0.85611 0.085745 0.29972 0.00010161 -1181.57 2373.14 -2.04407e-05
1621.38959339 158.690565512 2.25337711017 8.84263572306 0.0019790938055 123.33 0.91615 0.089703 0.32479 0.00011706 -1048.83 2107.66 -0.00113798
1576.61656733 158.486445517 2.28032754094 8.43954117963 0.00159280487133 119.5 0.89502 0.086513 0.30912 9.538e-05 -913.794 1837.588 -2.19934e-05
1807.82168291 158.855460125 2.34005351743 9.23801593979 0.00171187194975 133.27 0.98513 0.092645 0.34823 0.00010822 -1183.88 2377.76 -2.19659e-06
1533.89873337 158.460981261 2.25718205628 9.12479594218 0.00156482917735 119.18 1.0015 0.094724 0.34776 0.00010113 -995.416 2000.832 -0.000220503
1862.72965342 160.38534277 2.48692422199 9.60015419703 0.00181610219085 135.29 0.99296 0.095623 0.34861 0.00010802 -1214.58 2439.16 -6.11083e-05
1646.74070435 161.76062341 2.68178986072 9.13924547369 0.00215770891154 128.81 1.0815 0.1093 0.37902 0.00015522 -1012.57 2035.14 -5.47779e-05
1624.93228943 159.467134949 2.3257192462 9.51231493679 0.00180949738526 123.76 0.99791 0.094074 0.3531 0.00011136 -1096.84 2203.68 -6.08692e-05
1650.72341408 158.545178026 2.22604313502 8.58164843016 0.00179472203765 122.62 0.91658 0.083993 0.31441 0.00011055 -1070.48 2150.96 -2.15242e-05
1718.59262325 160.525863542 2.39265910364 8.93740546145 0.00171586424513 126.05 0.97517 0.092007 0.3308 0.0001102 -1120.55 2251.1 -2.23328e-05
1765.96350428 160.702387117 2.53288828573 9.06916383097 0.00187294060261 134.11 1.0545 0.10142 0.36809 0.00013549 -1124.58 2259.16 -9.01092e-06
1556.28212344 161.263062404 2.39084856602 9.21640981335 0.00189742817014 118.94 1.0197 0.095354 0.34326 0.00011506 -1057.11 2124.22 -0.00081022
1785.12778314 158.120106496 2.31984600081 8.51311859522 0.00198443586008 132.65 0.90267 0.088207 0.31279 0.00012566 -1068.89 2147.78 -0.000289461
1792.70395456 160.184763152 2.4313718565 9.73473335067 0.0018301715865 130.59 0.99415 0.095874 0.34949 0.00010903 -1201.03 2412.06 -6.29571e-05
1885.15219441 159.449650689 2.3721801338 9.28835071343 0.00184608530684 134.82 0.95761 0.090871 0.33395 0.00010873 -1248.98 2507.96 -0.000183717
1933.95141205 161.82507381 2.61003056545 8.6644458474 0.00194947842314 137.2 0.91342 0.091892 0.31517 0.00011819 -1154.47 2318.94 -6.64894e-06
1782.9392409 159.039809355 2.43048738369 9.24556916198 0.00185965120525 135.16 1.0157 0.099678 0.35858 0.00012281 -1132.45 2274.9 -0.000243651
1581.99245914 160.596203525 2.3715641345 8.85890594275 0.00184162585182 119.56 0.9486 0.090574 0.33004 0.00011277 -1027.64 2065.28 -0.000133193
1543.61659367 160.610539165 2.38651574159 8.76079896071 0.00191423584206 117.18 0.92484 0.088464 0.32047 0.00010857 -965.338 1940.676 -0.000635886
1413.88638487 158.53518705 2.11527914479 8.50426511558 0.00183784353847 109.76 0.90921 0.084081 0.31128 0.00010955 -934.546 1879.092 -0.000132839
1735.88781784 158.845323925 2.38309754875 8.42915745101 0.00191493246815 132.23 0.96219 0.094651 0.32475 0.00012804 -1042.76 2095.52 -8.70903e-05
1996.74475998 160.539436947 2.73161857565 9.17383077823 0.00201526779153 147.56 1.002 0.10391 0.36178 0.00014007 -1168.37 2346.74 -4.92254e-06
1716.47075439 159.779978522 2.37205001116 8.28943285658 0.00201008402145 126.46 0.8704 0.085817 0.30779 0.00012146 -1040.74 2091.48 -5.77892e-05
1746.89873888 159.937161972 2.42541401006 9.02662324882 0.00179105014153 128.95 0.9557 0.094176 0.32935 0.00011311 -1100.17 2210.34 -2.93401e-06
1641.05894495 160.807438108 2.45243095217 9.18514543308 0.00187024236098 124.7 1.0256 0.10129 0.34643 0.00011318 -1071.07 2152.14 -6.86256e-05
1469.57131004 157.622341588 2.17824737235 9.02709517355 0.00174092587568 118.17 0.99542 0.097451 0.34907 0.00010812 -957.661 1925.322 -0.000123653
1720.16837698 160.574342889 2.35701007672 8.50040858867 0.00182410880845 124.8 0.92833 0.087124 0.31044 0.00011425 -1117.64 2245.28 -4.45081e-05
1573.00572709 159.304099265 2.30448178287 8.64071775253 0.00192544943323 122.19 0.99592 0.094719 0.33751 0.00012611 -1018.75 2047.5 -5.06996e-06
1590.46909426 158.169753373 2.17521099242 8.99396938649 0.00183468364945 120.57 0.94374 0.087797 0.32361 0.00010946 -1074.82 2159.64 -0.0016746
1695.47495435 160.127574795 2.37954703816 8.66870625948 0.00195957685079 126.73 0.95152 0.092476 0.31722 0.00011098 -1055.86 2121.72 -4.88123e-05
1826.03314684 160.726492974 2.44933489185 9.04632709696 0.0017964093213 129.84 0.91124 0.088254 0.31324 0.00010422 -1145.36 2300.72 -2.34206e-05
1588.31839845 160.649022794 2.47355700107 8.75985758048 0.00179771791897 122.81 0.98792 0.099207 0.34352 0.00011424 -980.681 1971.362 -1.92096e-05
1545.82932498 160.382102066 2.36190282382 8.81027190137 0.00177812338187 117.15 0.91795 0.088602 0.32199 0.00010216 -968.587 1947.174 -0.000578742
1847.1425474 158.88163903 2.35035720893 9.60678402439 0.00162639510748 137.16 1.0254 0.099327 0.35615 9.9449e-05 -1222.64 2455.28 -4.84102e-05
1910.48985758 160.917721496 2.52335451544 9.16989427531 0.00162425217165 135.02 0.92954 0.092582 0.31719 9.2306e-05 -1169.64 2349.28 -2.59995e-06
1711.0616792 157.957934884 2.22505376539 9.24430641975 0.0018766011467 127.91 0.92619 0.089876 0.33389 0.00011258 -1131.27 2272.54 -8.96066e-06
1777.07823064 160.592693654 2.45059698053 9.20767025931 0.00175517578249 129.17 0.95959 0.093085 0.33588 0.00010329 -1134.64 2279.28 -3.12617e-06
1475.55527219 159.962722966 2.39587685598 9.10281888985 0.00193881768418 117.31 0.98853 0.10008 0.34515 0.00011459 -909.07 1828.14 -9.25198e-05
1739.02174138 161.20805381 2.50450765159 8.45968181605 0.00179828593683 128 0.92599 0.091986 0.3151 0.00011177 -1035.92 2081.84 -0.000139342
1689.35595229 160.029469137 2.5518570069 9.40824165996 0.00173026102335 132.23 1.0958 0.10866 0.37947 0.00012053 -1051.55 2113.1 -8.59969e-05
1648.99545523 161.321020968 2.48164663686 9.38487995855 0.00202348502398 123.85 1.006 0.097547 0.35095 0.00012499 -1087.33 2184.66 -0.000122346
1742.13252577 160.725466463 2.56870709494 8.15203661902 0.00186296216231 133.97 0.99621 0.10025 0.3417 0.00013268 -1031.87 2073.74 -1.93358e-05
1569.82067176 160.100345537 2.40983767523 9.51762218863 0.00181655778198 123.03 1.0757 0.10047 0.37632 0.00012708 -1063 2136 -2.03633e-05
1691.35442348 160.492079817 2.44301026118 8.99347386757 0.00185389884555 125.37 0.97321 0.093603 0.33119 0.00011956 -1075.27 2160.54 -0.000142757
1745.35277061 161.003164571 2.49122265689 8.80491004017 0.00173316083152 127.19 0.93135 0.092593 0.32279 0.00010395 -1051.19 2112.38 -1.09119e-05
1475.22966207 161.945394762 2.57169652546 9.18343260895 0.00211735876054 116.85 0.99501 0.10097 0.34867 0.00013163 -921.029 1852.058 -0.00031745
1556.53067018 160.043761461 2.30683562353 8.76195811753 0.0017511600503 119.07 1.0026 0.09356 0.33511 0.00010964 -1038.28 2086.56 -6.26294e-06
1561.94519221 158.617083666 2.25856596956 8.54064508298 0.00194464165881 120.98 0.94829 0.091859 0.32709 0.00012639 -983.739 1977.478 -6.92343e-05
1722.66619584 159.61374829 2.40581042132 8.95641047908 0.00194133977782 129.78 0.99214 0.10021 0.33848 0.00012135 -1067.57 2145.14 -0.00356874
1682.43282525 159.074052327 2.32906650646 8.87548528137 0.00174499742989 126.86 0.96824 0.092878 0.33579 0.00010607 -1051.2 2112.4 -4.19677e-06
1812.95909189 158.583929961 2.33385129219 9.37708310824 0.00168652716792 132.64 0.98306 0.093355 0.34811 0.00010546 -1194.56 2399.12 -2.73305e-05
1474.5947475 162.625436291 2.55642552233 8.64747186601 0.00172620696071 115.79 1.0085 0.098035 0.3371 0.00011191 -912.061 1834.122 -5.16441e-05
1741.39672788 160.796549384 2.4168585853 8.48618901143 0.00176398948226 126.04 0.89176 0.088022 0.3052 9.9844e-05 -1075.28 2160.56 -0.0002914
1663.25906409 160.214192179 2.42969338992 9.50000319868 0.00184758598976 125.02 1.0263 0.097095 0.35109 0.00011138 -1099.16 2208.32 -1.72548e-05
1795.51544497 160.551091839 2.41674021628 8.90345652234 0.00180016714313 129.78 0.92717 0.091976 0.31703 0.00010389 -1124.66 2259.32 -3.60844e-05
1717.2283382 161.598855499 2.49154960463 8.85473229322 0.00175369204158 124.78 0.95165 0.093327 0.32022 0.00010246 -1070.29 2150.58 -2.52543e-05
1747.82706238 158.936354058 2.33825806051 8.44509480554 0.0019677292129 129.05 0.87169 0.088616 0.3024 0.00011131 -1038.51 2087.02 -0.00075582
1614.17482482 159.392211966 2.25755238048 8.81582770071 0.00196754258441 123.45 1.0304 0.091327 0.34082 0.00012543 -1111.53 2233.06 -1.82403e-05
1598.21582117 159.102988416 2.35140136175 8.78096691959 0.00174583419388 123.43 0.95431 0.09355 0.34011 0.00011414 -1008.96 2027.92 -1.8922e-05
1716.90514039 161.801904791 2.52504590338 8.5101350971 0.00188650811084 126.86 0.98762 0.096034 0.32031 0.00011183 -1046.18 2102.36 -4.42149e-06
1846.5666131 160.354437563 2.53201506244 8.73124842204 0.00203956944667 135.13 0.9492 0.09621 0.3226 0.00012253 -1080.35 2170.7 -0.000116138
1680.83620129 160.731045881 2.44313200833 8.88110334632 0.0017257738405 125.59 0.97869 0.095176 0.32929 0.00010862 -1069.4 2148.8 -0.00010984
1860.2846548 160.084287186 2.39602482792 8.72501961487 0.00191519571868 132.07 0.89927 0.088734 0.30628 0.00011129 -1153.7 2317.4 -1.54848e-06
1759.75082627 159.454563693 2.53243502827 8.90420713153 0.00200900956426 136.41 1.0729 0.10722 0.3742 0.00014793 -1064.27 2138.54 -0.000192941
1840.4224336 160.658414647 2.4999245842 9.49716853181 0.00185554889232 132.8 0.95869 0.096303 0.33687 0.00010527 -1172.52 2355.04 -0.000203621
1732.50238971 160.401879199 2.47562541292 9.41062312534 0.00175371189792 129.27 0.98454 0.097986 0.35126 0.0001094 -1116.71 2243.42 -4.5528e-06
1687.92522627 159.452575697 2.38462549301 9.25827363333 0.00202710012109 128.05 0.97598 0.095494 0.34298 0.00013011 -1099.72 2209.44 -2.74019e-05
1644.69063994 159.448131868 2.48839857638 8.88758544704 0.00188033266735 130.41 1.0657 0.10441 0.36668 0.00013945 -1008.05 2026.1 -3.47482e-06
1762.88266062 159.01370535 2.2491733364 8.57980329224 0.00172781263186 125.91 0.86702 0.083398 0.29791 9.4056e-05 -1113.93 2237.86 -8.00315e-05
1629.10488884 159.616362794 2.42146095852 8.88984280097 0.00172468453408 125.55 1.0072 0.10139 0.33972 0.000113 -984.094 1978.188 -5.21845e-05
1654.18706757 160.035314669 2.44405620795 9.48058453415 0.00203030432466 126.09 0.99842 0.10003 0.35065 0.00012163 -1052.28 2114.56 -3.22507e-06
1526.78913185 159.826666636 2.3703071292 9.06638339965 0.00182439900964 119.52 0.99709 0.096386 0.34394 0.00011187 -968.504 1947.008 -4.89987e-06
1776.36705915 160.477671616 2.43514806703 8.77766843615 0.00185332766356 128.99 0.9175 0.09312 0.31443 0.00010362 -1080.61 2171.22 -7.21607e-06
1657.59041344 159.777783325 2.40762394488 8.57121343322 0.00180403444405 124.79 0.93421 0.094785 0.31306 0.00010603 -966.956 1943.912 -5.93891e-06
1553.81404507 160.198876238 2.39154734075 9.04857494164 0.00197151050485 121.25 1.0292 0.097996 0.35346 0.00012658 -1028.63 2067.26 -4.68099e-06
1641.45782191 160.77275391 2.48154317772 8.24794211481 0.00180908863445 124.57 0.96414 0.092051 0.3178 0.0001142 -958.878 1927.756 -7.94132e-05
1660.74231744 160.263054051 2.44983770938 9.45969622609 0.00178901298775 127.87 1.0844 0.1006 0.36762 0.00012154 -1105.02 2220.04 -8.32156e-05
1754.08675007 162.778251557 2.66060438333 9.03049995712 0.00194919793084 129.97 1.0256 0.10269 0.33574 0.00012072 -1072.13 2154.26 -0.00100063
1975.14361882 160.211779654 2.49160860787 9.41494065667 0.00191159449936 137.97 0.89993 0.090553 0.31434 0.00010496 -1209.64 2429.28 -0.00101613
1577.04770563 160.645019282 2.42996813943 9.3643432997 0.00188204520857 122.33 1.0615 0.10028 0.36282 0.00012424 -1047.9 2105.8 -0.000830748
1829.007537 159.813058852 2.38366677751 8.8716344068 0.00187357714343 131.21 0.90945 0.089877 0.31126 0.00010759 -1151.51 2313.02 -0.00150734
1765.99436452 162.603614885 2.63386649455 9.27649703607 0.00192205598659 129.22 0.96168 0.096387 0.3439 0.00011463 -1111.29 2232.58 -7.33681e-06
1510.01454393 159.898165507 2.33015111771 8.64811154119 0.00192762778517 117.58 0.95348 0.092824 0.33316 0.00011952 -971.879 1953.758 -2.4482e-05
1625.42608102 160.310474879 2.50513824894 9.24396328618 0.00208417414993 126.61 1.0199 0.10271 0.36113 0.00014735 -1032.01 2074.02 -0.000899381
1681.84518876 159.625722863 2.29625334692 9.33796191294 0.00179082162988 126.16 1.0451 0.095938 0.35935 0.00011509 -1206.79 2423.58 -0.000154125
1347.70257307 159.054702519 2.26793387119 9.84897047364 0.00181255603304 113.76 1.1508 0.10695 0.40249 0.00011999 -977.084 1964.168 -2.37569e-05
1617.04996522 158.193935518 2.25380264725 9.17267257428 0.00184164584693 123.94 0.9857 0.094839 0.33663 0.00010855 -1053.18 2116.36 -0.000892732
1669.13879512 160.028232385 2.42486366335 8.95375302099 0.00176091563553 125.44 0.94331 0.094242 0.32681 0.00010488 -1025.86 2061.72 -2.47578e-05
1666.81312809 159.075636568 2.37054968968 8.4444439964 0.00179303116243 125.75 0.92415 0.091848 0.32348 0.00011287 -981.97 1973.94 -2.33451e-06
1803.95650351 160.506663138 2.4750661389 8.8961874036 0.00190904010933 130.94 0.93853 0.093017 0.32043 0.00011507 -1117.91 2245.82 -0.00348145
1710.8317052 161.480699315 2.53909798081 8.59864549639 0.0019043190469 126.8 0.92505 0.093344 0.31806 0.00011805 -1023.76 2057.52 -0.000213121
1644.60630219 159.057602114 2.30092102424 9.2980177976 0.00187062242363 125.44 1.0012 0.095537 0.34497 0.00011733 -1103.61 2217.22 -3.67823e-05
1634.20642588 161.039170817 2.40893406374 8.84687359551 0.00197177790762 122.83 1.0125 0.094756 0.34132 0.0001241 -1088.1 2186.2 -4.64626e-06
1648.96328432 158.493886146 2.25869167852 8.6943910504 0.00184736552167 125.14 0.94332 0.091672 0.32879 0.00011046 -1045.75 2101.5 -5.63824e-05
1573.35175794 159.771908933 2.26350813996 8.97598239736 0.00181179057313 121.83 1.0538 0.092153 0.33721 0.00011444 -1093.86 2197.72 -0.000753608
1604.36474161 160.525899045 2.43480577813 8.42005033504 0.00195590269536 121.72 0.90818 0.09027 0.31184 0.00011574 -939.599 1889.198 -0.000324961
1542.62494031 161.698905136 2.5276466948 9.12180613266 0.00173006486914 119.52 1.0214 0.10037 0.35194 0.00011584 -985.482 1980.964 -4.26601e-05
1733.88092497 158.724740229 2.32080591709 9.03174838093 0.00172175596003 129.91 0.97905 0.093682 0.34369 0.0001122 -1117.97 2245.94 -5.88194e-06
1674.28127655 161.00569565 2.52315467633 8.74706384979 0.00197872600527 128.06 1.0417 0.10054 0.35258 0.00013984 -1056.31 2122.62 -3.76204e-05
1723.14236539 160.15182195 2.44841022407 9.65162539542 0.00190754989582 130.11 1.0322 0.098519 0.36533 0.00011929 -1143.34 2296.68 -1.93257e-05
1583.61021092 159.94559894 2.3733088246 8.38074521898 0.00199528274458 120.34 0.93268 0.089045 0.31071 0.00012514 -944.905 1899.81 -0.000900481
1586.86530699 157.996399188 2.19517847692 9.18014337907 0.00184751111076 122.83 0.95892 0.092693 0.33588 0.00011093 -1070.51 2151.02 -1.67399e-05
1757.064399 161.166091539 2.614547925 9.48141613121 0.00191039764563 132.82 1.0474 0.10521 0.36221 0.00012299 -1083.67 2177.34 -9.60172e-05
1569.37517436 160.280916964 2.34641228074 9.29809304107 0.00183486580374 118.49 0.96467 0.09243 0.33616 0.00010509 -1042.95 2095.9 -0.00018163
1790.3505118 158.599179499 2.24980044034 8.90417568772 0.00196247154638 130.21 0.904 0.086307 0.31758 0.00011551 -1184.31 2378.62 -1.67439e-05
1443.9458786 160.989845948 2.41697347681 8.70912674764 0.00182610371824 113.35 0.99559 0.094338 0.33316 0.00011538 -902.651 1815.302 -4.60549e-06
1595.98962921 160.714185245 2.38853120441 8.91272569726 0.00178449658939 119.29 0.91864 0.089202 0.31389 0.00010123 -988.884 1987.768 -0.00343993
1660.63949888 158.464554009 2.25772785728 8.89395783818 0.00191544543005 125.41 0.98967 0.091824 0.33717 0.00012613 -1090.45 2190.9 -0.000843722
1939.08376258 161.872729604 2.64987459712 9.17946896657 0.00189765718694 139.06 0.98646 0.099646 0.3381 0.00011925 -1179.88 2369.76 -2.02425e-05
1763.46794648 162.566345535 2.61906229547 8.90894276521 0.00190510646148 128.84 0.94304 0.096167 0.31602 0.00010871 -1054.44 2118.88 -0.00031104
1638.67821731 160.929378636 2.46858533647 9.10070898335 0.00210285897029 125.09 0.99091 0.098917 0.34314 0.00012562 -1055.74 2121.48 -9.66915e-06
1731.68059075 161.374121814 2.56608291057 8.87967571501 0.00180498023195 129.64 0.99483 0.099136 0.33432 0.00011439 -1048.71 2107.42 -5.71879e-05
1703.27552971 160.682620041 2.37982949787 8.61280637506 0.00192822338652 123.71 0.91753 0.086907 0.31286 0.0001151 -1091.36 2192.72 -0.000567527
1601.25452569 160.140296197 2.34492007484 8.65940243219 0.00176436093513 121.81 1.0025 0.093743 0.33641 0.00011184 -1038.02 2086.04 -0.000402515
1591.4729331 160.521845019 2.43422558481 8.85252510331 0.00196094150917 121.27 0.93767 0.094105 0.32819 0.00011569 -990.246 1990.492 -4.2413e-05
1995.66662944 160.528516927 2.52299936564 8.72939134747 0.00188668216605 138.85 0.87351 0.089101 0.29755 0.00010536 -1171.85 2353.7 -0.000398493
1534.10840666 158.640758538 2.25276926016 8.36893239473 0.00187645791683 118.01 0.89589 0.090737 0.30228 0.00010523 -908.95 1827.9 -0.000152745
1606.60658237 158.750120274 2.31369705733 9.31753393693 0.00188608922369 125.92 1.0081 0.10016 0.35194 0.00011749 -1045.51 2101.02 -1.66863e-05
1678.6161774 158.69086717 2.39369390513 9.20401277441 0.00171646717395 129.27 1.0326 0.098859 0.35723 0.0001208 -1053.6 2117.2 -5.54684e-06
1739.75908335 160.050921974 2.34427161857 8.70466840562 0.0019799158868 125.76 0.89464 0.085863 0.29906 0.00011339 -1102.92 2215.84 -0.000721857
1789.85204097 159.984105624 2.40467396721 9.24990562643 0.00193884581168 130.16 0.93055 0.09207 0.32865 0.00011088 -1143.96 2297.92 -0.000149016
1924.92493916 160.842927288 2.52908724936 8.84830744259 0.0019356012515 135.61 0.89505 0.092199 0.29946 0.0001053 -1114.24 2238.48 -9.10534e-05
1586.10287309 161.064453738 2.50086958721 9.28934355705 0.00189476164203 122.93 1.0403 0.10186 0.3551 0.00012085 -1021.87 2053.74 -4.26448e-05
1809.68737 159.843599905 2.38009811495 8.43372940756 0.00182390012538 129.66 0.88368 0.087018 0.29555 0.00010748 -1077.58 2165.16 -1.10415e-05
1832.311534 158.552621458 2.34476013667 8.67096583866 0.00181518940989 133.01 0.8946 0.087789 0.30518 0.00010816 -1084.31 2178.62 -0.000572605
1685.62749976 161.61637463 2.50396217909 8.83422352256 0.00197391311629 126.07 0.98261 0.094637 0.32997 0.0001218 -1093.46 2196.92 -7.09887e-05
1842.77505023 159.913863496 2.40358719248 9.28895457815 0.00178827220254 131.24 0.93764 0.088587 0.32858 0.00010729 -1196.62 2403.24 -9.86777e-05
1672.91144649 159.082830642 2.46223141011 8.94171806238 0.00173681946602 128.93 1.028 0.10113 0.35043 0.00011634 -1001.26 2012.52 -3.77919e-05
1744.15649804 159.466715887 2.46655263709 9.67450312137 0.00192056729409 134.2 1.0677 0.10253 0.3729 0.00012578 -1141.22 2292.44 -0.000424113
1625.50187717 160.031684363 2.42367949059 8.74853422288 0.00193006997606 123.66 0.93631 0.094498 0.31757 0.00011491 -972.058 1954.116 -2.62898e-05
1642.5417141 159.207755375 2.40445012585 8.67872170646 0.00169938628725 129.91 1.0876 0.10605 0.36877 0.00013036 -1028.93 2067.86 -4.48001e-06
1673.28587655 159.370859933 2.45173188506 9.25456519937 0.00196162477373 131.19 1.0642 0.10445 0.3717 0.00013477 -1055.63 2121.26 -0.00236287
1795.59802173 159.981385673 2.39807090354 9.66232919242 0.00187030902432 132.48 1.0067 0.093936 0.34561 0.00010891 -1200.96 2411.92 -0.000928374
1655.78084573 161.492034176 2.46395680721 8.63426429642 0.00183693763534 121.22 0.86789 0.087547 0.29943 9.9097e-05 -980.229 1970.458 -6.56933e-05
1875.73906039 159.110749417 2.40956698617 9.38425475634 0.00192892813944 136.08 0.9576 0.093882 0.33632 0.00011455 -1198.66 2407.32 -3.17884e-05
1556.76145932 160.382630991 2.51323184124 9.13321880245 0.00180061188737 123.92 1.0538 0.10225 0.36376 0.00011774 -966.277 1942.554 -5.6826e-05
1652.09941616 159.540034903 2.38597168277 9.29246260473 0.00179463178207 125.64 1.0042 0.097117 0.35032 0.00011519 -1070.09 2150.18 -7.16e-05
1777.35764885 159.851007814 2.43750454655 9.50921546475 0.00206297438021 134.97 1.0431 0.10139 0.36776 0.00013873 -1192.99 2395.98 -4.25208e-05
1697.2198944 158.930362172 2.30290048205 8.66399605423 0.00164889420451 126.72 0.92005 0.089994 0.31914 9.9229e-05 -1064.85 2139.7 -9.19174e-06
1690.54494783 160.561999217 2.3755755101 9.21093315523 0.00195343113352 124.44 0.95086 0.091728 0.33533 0.00011725 -1140.88 2291.76 -1.58701e-05
1675.29397695 161.481542266 2.43301187412 8.932401354 0.00201701523261 123.09 0.95791 0.09184 0.32728 0.00012012 -1108.71 2227.42 -0.000329308
1677.14068073 159.286097939 2.37068899821 9.26069291223 0.00209664847151 129.29 1.0214 0.097958 0.35078 0.00013745 -1114.87 2239.74 -1.65837e-05
1746.30539511 158.989089799 2.47878314459 9.20712412961 0.00198220638237 136.65 1.0823 0.10651 0.36916 0.00014375 -1080.96 2171.92 -1.21652e-05
1654.83770625 161.623486268 2.55004341163 8.51646438274 0.00192865897697 125.01 0.98475 0.096956 0.32747 0.00011713 -997.821 2005.642 -6.71631e-06
1668.70266398 157.591590199 2.25510180391 8.64591489604 0.00187299808441 128.95 0.97675 0.096709 0.34475 0.0001196 -1044.07 2098.14 -3.74535e-05
1632.84737504 158.311692051 2.28568718759 8.69450519415 0.00187836281529 125.42 0.96287 0.094436 0.3341 0.00011379 -1017.14 2044.28 -5.36379e-06
1612.77966251 160.632808317 2.3531891638 9.35984567455 0.00199213866514 123.25 1.0533 0.099867 0.36215 0.00012756 -1129.64 2269.28 -5.39285e-06
1762.71613136 160.580309683 2.45671545375 8.47678662143 0.00184105989343 129.26 0.93251 0.092668 0.31817 0.00011332 -1064.03 2138.06 -6.50648e-06
1735.07186138 159.788748111 2.48639871801 8.77774337664 0.00176800847851 132.12 1.0588 0.10022 0.35297 0.0001248 -1058.53 2127.06 -1.49861e-06
