"D" "g0" "sigma" "z" "sigmatoa" "se.D" "se.g0" "se.sigma" "se.z" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1649.42885004 0.941098319932 11.3786633624 6.20157460191 0.00176303086574 136.17 0.022705 0.34642 0.53447 0.00012548 460.979 -911.958 -2.224e-05
1575.67277157 0.930581951241 11.6941960761 6.09063236515 0.00186136495661 134.99 0.025134 0.37548 0.60458 0.00012214 604.743 -1199.486 -2.73365e-05
1545.30232806 0.933894426871 12.4522856683 7.12156375938 0.00189037326348 123.35 0.019688 0.3535 0.6773 0.00011523 732.338 -1454.676 -2.76967e-05
1587.96374445 0.908261797169 12.1268907345 6.25131423566 0.00180791189242 129.09 0.023125 0.39014 0.60247 0.0001086 751.557 -1493.114 -6.90218e-06
1581.81051631 0.982038781329 11.2481623731 4.87546773172 0.00181574082436 140.16 0.024258 0.44992 0.42958 0.00012675 477.845 -945.69 -3.02797e-05
1590.1082716 0.928974068363 11.7973241326 5.84169682835 0.00193460298337 133.73 0.024274 0.47406 0.5623 0.00013687 550.61 -1091.22 -9.5367e-05
1330.29300763 0.983410340416 11.1037339057 4.5567801862 0.00199800484491 123.52 0.017616 0.42594 0.34072 0.00013012 597.303 -1184.606 -9.23895e-05
1409.50506662 0.969449866818 11.3292469345 5.11224347835 0.00201828506685 126.99 0.02131 0.37671 0.4236 0.00012967 642.404 -1274.808 -0.000159662
1768.82131535 0.939224257046 11.5952988724 5.48321294277 0.00206211379639 140.84 0.022093 0.42218 0.49155 0.00011766 833.438 -1656.876 -2.56007e-05
1602.31056788 0.904961201699 12.3677205808 5.95326422537 0.00174309310874 128.67 0.026743 0.48992 0.56685 0.00010475 748.162 -1486.324 -2.24691e-05
1445.09630817 0.95532357341 11.9990410773 5.74067546574 0.00210693560931 124.9 0.019913 0.4091 0.50935 0.00013423 635.353 -1260.706 -9.15274e-05
1766.47036014 0.893904530363 12.2218102938 6.36622316592 0.0019450213995 139.9 0.027472 0.49478 0.76171 0.00011848 722.453 -1434.906 -3.09466e-05
1560.11335325 0.944019924084 11.9327684933 6.54161242746 0.00188598741624 128.44 0.021599 0.36361 0.64965 0.00011551 684.558 -1359.116 -1.20077e-05
1753.4914868 0.969642777242 11.5162782779 5.71383337051 0.00182691157202 136.2 0.018291 0.3785 0.4595 0.00010959 804.183 -1598.366 -0.00010104
1668.29756073 0.925745962466 10.9858183252 5.67200404653 0.00183901847084 144.53 0.027347 0.42973 0.54272 0.0001372 413.366 -816.732 -1.61397e-05
1747.63620597 0.954000114555 11.7501870963 6.01268442802 0.00187774268356 135.88 0.020078 0.35692 0.50994 0.00011563 780.638 -1551.276 -3.32842e-06
1436.7418668 0.946392297468 11.5384636895 5.14707882335 0.0018657216716 128.02 0.022386 0.46745 0.49461 0.00011932 636.975 -1263.95 -5.04541e-07
1473.24740793 0.911548029255 11.8981385465 5.89966370935 0.00173103965051 127.22 0.026384 0.44834 0.58387 0.00011019 691.466 -1372.932 -6.65795e-06
1581.25411531 0.912460300989 12.9015736856 6.63437280933 0.00186163548466 125.41 0.025868 0.52179 0.79171 0.00010663 804.779 -1599.558 -3.6148e-06
1516.82604842 0.958839939747 11.6878497974 5.28296012242 0.00179913118847 128.66 0.01911 0.34302 0.41088 0.00011321 613.72 -1217.44 -3.14406e-06
1485.66863353 0.956020201919 11.8292921613 5.99838384413 0.00189238639203 127.47 0.020069 0.41639 0.56894 0.00012508 635.201 -1260.402 -7.74306e-06
1881.26138973 0.902486512423 11.5363371546 5.92945883089 0.00170731550564 147.99 0.03084 0.54256 0.66142 0.00011462 584.141 -1158.282 -7.9787e-05
1509.71305489 0.974847580129 11.126571829 5.5890490189 0.00202971252028 127.34 0.01491 0.30611 0.41713 0.00012743 732.688 -1455.376 -3.75186e-05
1317.62934953 0.983180415472 11.4997009899 4.87703018458 0.00194431273304 120.56 0.01633 0.3522 0.38017 0.00013248 563.904 -1117.808 -6.17101e-06
1717.80274877 0.933213461698 11.9753807629 7.73028542739 0.00175661018509 131.85 0.019082 0.36139 0.86429 0.00010882 773.009 -1536.018 -1.08665e-05
1469.80383191 0.943294084221 12.4582053558 6.30825042487 0.00195332306996 121.77 0.019631 0.38717 0.56513 0.00011542 796.898 -1583.796 -4.54319e-06
1519.46714599 0.903758749932 12.7536817248 6.4829656483 0.00171077121358 122.76 0.022804 0.40877 0.59964 0.00010509 789.261 -1568.522 -3.94476e-05
1555.48328547 0.928664186327 11.8874928693 5.96246801125 0.00198946150665 128.89 0.0252 0.50241 0.65451 0.00011957 743.098 -1476.196 -8.34818e-05
1597.98888403 0.9120389613 11.7036955816 6.35306684776 0.00174565637501 132.76 0.024999 0.45252 0.63886 0.00011267 640.719 -1271.438 -1.73748e-05
1588.31508653 0.950700665384 11.2012074724 5.54373906533 0.00182736992205 136.74 0.023787 0.37567 0.51205 0.00011703 647.452 -1284.904 -9.83556e-06
1567.84088186 0.954618063743 11.5983094491 5.68148933531 0.00213862197396 130.15 0.019068 0.3536 0.47359 0.00013428 703.652 -1397.304 -3.67091e-05
1512.14275098 0.945149376161 11.4537400921 5.0157683284 0.00190178092718 135.02 0.02445 0.46979 0.44957 0.00012955 567.148 -1124.296 -7.77424e-05
1786.1208504 0.934778927203 12.1918980593 6.65260059412 0.00180931267191 133.46 0.018914 0.36091 0.58927 0.0001042 827.462 -1644.924 -1.34518e-05
1553.19089927 0.975315829229 11.1523240404 6.01778252707 0.00207790961659 130.84 0.016832 0.33687 0.52896 0.00013352 651.393 -1292.786 -1.44163e-05
1499.25533424 0.966345783453 10.8950345279 5.08579635427 0.00194530401787 137.18 0.023641 0.39516 0.48223 0.00013438 551.281 -1092.562 -2.92816e-06
1621.66048813 0.969765794809 11.1356551727 5.16732789368 0.00191094339796 139.02 0.016725 0.36192 0.41733 0.00010916 691.538 -1373.076 -4.0285e-05
1418.82205278 0.94743053678 11.5768503743 5.12876570491 0.00191816898476 125.01 0.027024 0.55546 0.50689 0.00011958 633.853 -1257.706 -1.54094e-05
1871.4879246 0.937010406677 11.7490382449 6.71508796546 0.00185087779547 141.57 0.020123 0.35374 0.62536 0.00011626 689.66 -1369.32 -1.55653e-05
1781.59759083 0.973099268292 11.2628071697 5.83428682902 0.00205788844854 138.66 0.014418 0.30146 0.42025 0.00012278 771.569 -1533.138 -4.11545e-05
1675.60423187 0.955588656095 11.6121747473 5.72998122372 0.00177734895135 135.23 0.018184 0.33697 0.44181 0.00010658 709.718 -1409.436 -1.2655e-05
1764.81763246 0.966294264774 11.2442116656 5.36258435037 0.0019421732278 140.78 0.02446 0.44459 0.50543 0.00012051 755.587 -1501.174 -8.19894e-06
1831.64102959 0.941378442331 10.7823258608 5.46035265353 0.00214915773511 152.09 0.027142 0.43102 0.49062 0.00014982 520.842 -1031.684 -7.4909e-05
1652.31723438 0.968699289546 10.8020201363 5.83497780047 0.00202627948864 142.38 0.024109 0.38476 0.56736 0.00014992 505.423 -1000.846 -2.0837e-05
1676.94673373 0.963361993284 11.2572324253 5.9019407349 0.00179679890411 135.26 0.016439 0.29973 0.46947 0.00010814 714.541 -1419.082 -8.50185e-05
1422.11809966 0.971936881791 11.3195815133 4.69101485162 0.00191306024355 129.85 0.02898 0.47802 0.44352 0.00012466 592.751 -1175.502 -7.19242e-06
1670.78455514 0.950549581192 12.0000025731 6.22050017473 0.00192661622767 131.26 0.018182 0.37286 0.52313 0.00011049 864.593 -1719.186 -4.8544e-06
1583.02707815 0.958311241482 11.3471803368 5.72847622158 0.00208168386417 132.5 0.025804 0.43558 0.60237 0.00012545 728.188 -1446.376 -7.3755e-05
1749.47477765 0.961574760199 11.3721249421 5.48481196006 0.00190968367786 137.63 0.01951 0.36976 0.43224 0.00011204 806.395 -1602.79 -9.37861e-06
1590.44354707 0.945151381415 12.1282875582 5.82616978557 0.00210360185937 130.28 0.020202 0.38351 0.50132 0.00012478 742.874 -1475.748 -4.29941e-05
1698.98456274 0.940809219256 11.8283592802 6.37217798405 0.002009032668 141.46 0.022682 0.399 0.59115 0.00013344 578.708 -1147.416 -4.07897e-05
1695.07840237 0.910979826353 12.1074740001 6.31367242003 0.00188131499823 132.25 0.02494 0.46039 0.64603 0.0001196 704.92 -1399.84 -4.42879e-05
1617.09805474 0.94193307219 11.4317589084 5.43800574683 0.0018591061246 136.2 0.022245 0.39799 0.48084 0.00011308 715.175 -1420.35 -4.54303e-05
1705.9453153 0.930376356756 11.6255092488 6.30812878901 0.00183005045562 137.36 0.024458 0.44293 0.64461 0.00011804 612.807 -1215.614 -2.43002e-05
1676.96357984 0.945587489129 11.5167873851 7.0086319276 0.00200247031734 134.97 0.02211 0.36302 0.77012 0.00013412 640.44 -1270.88 -1.09881e-05
1762.51634209 0.937930462317 11.7197328764 5.62864609612 0.00200790878924 142.98 0.027705 0.50629 0.61948 0.00012406 723.1 -1436.2 -1.12446e-05
1698.34228977 0.938771056328 12.0025839885 5.98244020175 0.00184590683294 137.33 0.024754 0.39356 0.56966 0.00011342 666.659 -1323.318 -9.79793e-05
1447.51231555 0.946418956289 11.4640092901 5.78390092034 0.00191064090105 126.42 0.024086 0.41953 0.55802 0.00013094 570.809 -1131.618 -3.31596e-05
1416.90395982 0.905794958087 12.0063550793 6.12645587722 0.00182557525208 123.41 0.032748 0.58049 0.71576 0.00013832 549.789 -1089.578 -6.00309e-05
1669.22231094 0.926834208405 11.9492231606 6.01948808853 0.00190058339622 132.4 0.019729 0.33708 0.4714 0.00010837 836.592 -1663.184 -0.000176053
1619.60740688 0.932779581782 11.3655987223 5.4143006902 0.00183508923612 141.03 0.026177 0.42412 0.5196 0.00011768 592.163 -1174.326 -9.58787e-06
1420.58589842 0.914480715316 11.6971759204 6.21066458819 0.00208011032843 132.06 0.031676 0.49332 0.73685 0.00016219 371.096 -732.192 -2.00181e-05
1580.08592942 0.920022441089 12.0787418567 7.01784645097 0.00181358370543 129.27 0.023248 0.40198 0.81547 0.00011985 647.964 -1285.928 -8.64355e-06
1660.82879991 0.957775249827 11.5750814504 6.08977795715 0.00206616880272 137.23 0.02665 0.48927 0.79471 0.00012422 720.354 -1430.708 -6.87371e-06
1494.39237763 0.943657930157 12.0028134491 5.80779717114 0.00169577913378 127.26 0.025157 0.4735 0.55458 0.00011742 600.841 -1191.682 -7.03517e-06
1685.15710434 0.970872766248 10.9922454025 5.35395264343 0.00180982659415 141.62 0.017124 0.32489 0.39429 0.00011116 658.954 -1307.908 -2.89975e-05
1359.13476559 0.974458741852 11.4473292894 5.42399556412 0.00158798769134 119.35 0.014562 0.32673 0.41904 9.4698e-05 711.909 -1413.818 -2.65312e-05
1535.0306693 0.926744994114 12.0540950269 6.09236581434 0.00188949966229 127.33 0.022089 0.36754 0.55863 0.00010966 782.977 -1555.954 -7.94668e-05
1693.16191498 0.941469418362 12.3188120548 6.23431721427 0.00208344634878 134.68 0.020376 0.39439 0.5881 0.00012109 729.563 -1449.126 -0.000182907
1595.42650674 0.936633103732 11.4434728596 5.70801827017 0.00168563053515 131.58 0.021597 0.3571 0.48391 9.7556e-05 810.674 -1611.348 -3.31215e-05
1647.35105576 0.919316915748 10.9726425113 5.17288975528 0.0019974734089 141.47 0.035311 0.64629 0.59449 0.00014353 524.186 -1038.372 -8.11251e-05
1498.91069134 0.919713677992 11.9857448122 5.71441556642 0.0019070203805 127.73 0.024758 0.4556 0.54184 0.00011673 713.468 -1416.936 -3.49661e-05
1760.70643195 0.958302851536 11.1935169597 5.14025660426 0.00180096131897 139.45 0.021696 0.42594 0.4284 9.9674e-05 876.197 -1742.394 -2.43985e-05
1437.1395284 0.941098770335 12.1788565503 5.85437225689 0.00178538114848 122.55 0.021111 0.39678 0.53299 0.00010468 761.917 -1513.834 -9.23839e-06
1579.32221254 0.971005871603 10.9199140331 5.31643190721 0.00168429001857 134.55 0.01845 0.34505 0.40596 0.0001206 554.34 -1098.68 -6.18031e-05
1713.34122542 0.954123870724 11.835796911 5.95940399437 0.00200146252349 138.15 0.017419 0.35503 0.51083 0.00011775 735.518 -1461.036 -9.55909e-05
1396.56234738 0.973765492806 11.3526999522 4.59068537298 0.00163969074429 128.8 0.022202 0.38947 0.38698 0.00010371 622.917 -1235.834 -0.000244437
1711.08671545 0.959164532273 10.8750780004 5.27100670833 0.00178932743622 145.41 0.025769 0.41825 0.50244 0.00011525 602.763 -1195.526 -3.36491e-05
1679.91753028 0.979979103129 10.9920205425 5.46918937879 0.00186561632254 143.69 0.019712 0.38923 0.51949 0.00012986 450.972 -891.944 -7.26196e-06
1428.5703205 0.918663458159 11.5295302143 5.24708740966 0.00204247098123 133.39 0.027808 0.47531 0.52508 0.00013904 520.508 -1031.016 -1.22318e-06
1678.99620716 0.944428058038 11.8100377881 5.83809727939 0.00179576046255 132.9 0.020316 0.39802 0.5012 0.00010178 897.085 -1784.17 -0.000119002
1911.38834613 0.924104205633 11.9573178673 6.82583731411 0.00197062750562 140.31 0.018698 0.30907 0.5881 0.00010053 1038.77 -2067.54 -1.63248e-05
1408.62688459 0.932855564733 11.8107592529 5.85848027241 0.00209714415833 121.67 0.024246 0.40464 0.54445 0.00013203 710.61 -1411.22 -2.27204e-05
1723.20205027 0.950637122045 11.2659419797 6.01422946231 0.0017866113311 138.86 0.019987 0.37336 0.58336 0.00010962 729.668 -1449.336 -5.51124e-05
1783.22555603 0.916788116875 11.3252237129 6.03824156954 0.00206446779671 148.78 0.026158 0.42441 0.65769 0.00013754 526.808 -1043.616 -2.26199e-05
1665.88340745 0.949362713533 11.184893998 5.13421206896 0.00179113607279 138.45 0.024384 0.45492 0.48427 0.00010631 745.989 -1481.978 -5.06663e-06
1635.20010439 0.911062637823 11.9342489226 5.79387509339 0.00164412847781 132.1 0.024923 0.45929 0.53336 9.4789e-05 745.523 -1481.046 -2.87982e-05
1800.6487274 0.95972643099 11.4518415935 6.07708207472 0.00179738170458 138.66 0.017178 0.31689 0.48129 0.00011198 771.876 -1533.752 -9.32192e-05
1727.17974616 0.978309969263 11.1042910822 5.74628484107 0.00177564626336 136.56 0.012988 0.30277 0.40197 0.00011161 685.627 -1361.254 -5.09676e-06
1591.56540825 0.952824657182 11.8023706077 5.70099853307 0.00203152547562 130.85 0.016866 0.32756 0.44464 0.0001108 937.88 -1865.76 -1.13835e-05
1449.21716814 0.909192072897 12.6265264617 6.44322997184 0.00187542342767 122.98 0.027658 0.47762 0.70018 0.0001232 669.503 -1329.006 -1.90733e-05
1471.17485302 0.959418479588 11.7483192803 6.22011574233 0.00208484549624 126.45 0.019137 0.32114 0.56749 0.00012338 738.651 -1467.302 -6.00614e-05
1522.58487332 0.919624567836 12.1327158341 5.23539745761 0.0019844673127 132.65 0.026033 0.45799 0.49074 0.00011746 703.681 -1397.362 -0.000243461
1553.3053887 0.984185469974 10.7607198854 4.79262882479 0.00159746125217 131.56 0.015352 0.33102 0.33723 9.5708e-05 715.806 -1421.612 -1.32031e-05
1450.98903027 0.931186890557 12.3139720762 5.89927187086 0.00183353079386 125.4 0.026527 0.49922 0.65969 0.00013386 603.146 -1196.292 -4.34988e-05
1591.34305927 0.933598434122 12.42192935 6.81351229845 0.00191003919348 126.84 0.018371 0.34069 0.63447 0.00011288 778.796 -1547.592 -1.78194e-05
1472.39123955 0.867519725611 12.914722641 6.85031976014 0.00176202755164 126.16 0.030246 0.59027 0.82404 0.00012487 548.571 -1087.142 -4.41387e-05
1630.89945792 0.934892256696 11.6853994316 5.52156970874 0.00188785755362 137.74 0.023931 0.38484 0.51556 0.0001083 742.235 -1474.47 -3.33276e-05
1758.35343038 0.880653153049 12.8165027197 8.76724327995 0.00180681948292 131.59 0.026932 0.44805 1.3042 0.00011213 704.031 -1398.062 -8.71527e-05
1448.01941718 0.970747144759 11.1538440726 4.85299736775 0.00200831842267 130.44 0.023459 0.46758 0.45498 0.00012378 658.811 -1307.622 -5.33287e-05
1443.26742735 0.968431530449 11.8014234596 5.11341114481 0.0017566672561 123.55 0.017018 0.3485 0.39141 9.9712e-05 811.122 -1612.244 -5.36585e-06
1510.58726496 0.949831635078 11.8066646725 5.56763095211 0.0020125426714 129.5 0.02725 0.56007 0.58668 0.00014066 690.577 -1371.154 -0.000112891
1544.45191288 0.913198651702 11.6023717605 5.75971878799 0.00182636026302 137.7 0.033584 0.50965 0.69002 0.00012677 504.502 -999.004 -6.7531e-05
1474.62783468 0.922245217808 12.23644366 6.4181736305 0.00189357543534 123.03 0.022251 0.37202 0.59909 0.0001175 692.207 -1374.414 -1.48096e-05
1473.43223658 0.916792866292 12.1896718439 6.36244805842 0.00184466203978 131.25 0.026029 0.38049 0.68763 0.00012083 529.224 -1048.448 -6.52075e-05
1835.83835032 0.947496342523 11.2031047599 6.25421756246 0.00189071239776 141.49 0.020499 0.34835 0.55857 0.00011631 727.571 -1445.142 -2.20148e-05
1606.5854497 0.925189450642 11.5383982538 5.43996481694 0.00187969019239 136.61 0.024298 0.39935 0.46024 0.00011448 677.537 -1345.074 -1.78738e-05
1587.28912399 0.961447965827 11.4182175703 5.33692655612 0.00206574912176 134.63 0.025857 0.47533 0.55611 0.00012889 679.092 -1348.184 -0.000117466
1725.02076334 0.932089027697 11.5876218626 5.60936248122 0.00199288784919 138.83 0.02294 0.40531 0.50216 0.00011912 728.636 -1447.272 -0.00016049
1484.32031132 0.966975442826 11.1875163974 5.43860653692 0.0021005952755 133.14 0.024075 0.43698 0.57375 0.00013455 669.607 -1329.214 -0.000112961
1169.37304185 0.964825312434 11.7987360857 5.3939419358 0.00205542577958 119.34 0.032502 0.64361 0.71833 0.00015297 466.376 -922.752 -3.39969e-05
1692.40455887 0.988136617939 10.6435968851 5.19551307073 0.00216636202865 145.04 0.014355 0.34896 0.38536 0.00014777 574.56 -1139.12 -9.62311e-05
1642.47813738 0.912028894368 11.7920924365 6.6432244761 0.00188112103117 132.34 0.022426 0.34188 0.59482 0.00012264 670.467 -1330.934 -7.534e-06
1696.99224705 0.972455414808 11.5387365278 5.2890199255 0.00176837911536 140.54 0.018239 0.39537 0.41541 0.00010916 597.328 -1184.656 -2.74095e-05
1748.83505643 0.943997901433 11.7263219336 5.55304336065 0.00187472310453 138.19 0.018866 0.36563 0.44013 0.00010561 831.239 -1652.478 -7.18161e-05
1722.82447766 0.929619599776 11.9937122789 6.28288667785 0.00184196747299 133.42 0.020802 0.36048 0.53537 0.00010922 758.729 -1507.458 -1.44584e-05
1539.98684322 0.963840487922 11.2335796694 5.64700987658 0.00179044984949 128.58 0.019286 0.41912 0.53973 0.00010741 724.747 -1439.494 -0.000130307
1490.15932197 0.947536193472 12.1088796403 5.88758722888 0.00180899113467 125.85 0.019994 0.40051 0.49532 0.00010796 659.118 -1308.236 -7.12143e-05
1757.23380956 0.910744775308 12.2030768976 6.57887150632 0.00173188550723 138.16 0.024301 0.40693 0.65248 0.00010714 632.981 -1255.962 -4.95085e-06
1434.16334491 0.904774989594 12.7038396804 6.07534048677 0.00181141797673 123.63 0.026659 0.53386 0.67929 0.00011279 696.439 -1382.878 -9.82142e-06
1422.99069885 0.962747889145 10.9280790976 4.64392959591 0.00167334889278 135.13 0.025656 0.47825 0.44291 0.00011458 466.186 -922.372 -9.35977e-06
1656.37077127 0.925775981837 12.0930974793 6.50969525871 0.00193413705607 135.23 0.027348 0.50133 0.78003 0.00012969 582.209 -1154.418 -1.44e-05
1465.78664695 0.90009342873 12.9257405899 6.26417935139 0.00194502212669 123.66 0.028169 0.56369 0.75539 0.00012145 636.887 -1263.774 -5.82183e-05
1879.61260793 0.949792630685 10.4449122301 5.08295003016 0.00169706593223 149.75 0.019105 0.32462 0.37222 0.00010727 687.209 -1364.418 -3.7227e-05
1561.41878057 0.96547200357 11.4723778374 5.08514032462 0.00164446513073 130.64 0.016929 0.34953 0.39567 9.9702e-05 693.126 -1376.252 -5.90795e-06
1727.72423031 0.916648054908 11.9224281258 6.57235799298 0.00195304061257 141.68 0.025057 0.41958 0.7165 0.00013285 583.937 -1157.874 -1.39607e-05
1685.90406503 0.952327693405 11.2061832285 5.50403793097 0.00176910113781 138.15 0.020775 0.36851 0.45252 0.00010632 711.619 -1413.238 -7.34835e-05
1466.94608438 0.951767801008 11.9850881022 5.63801690361 0.00212595677174 129.22 0.027657 0.50369 0.59489 0.00014876 560.282 -1110.564 -6.00506e-06
1559.57135472 0.879322869407 12.660021636 6.31461145398 0.00188526454448 131.8 0.032375 0.53365 0.74767 0.00012716 498.087 -986.174 -4.4281e-06
1574.70283373 0.959499931519 11.7430606071 5.93810235252 0.00203376568364 128.35 0.017409 0.3215 0.44628 0.00012988 732.007 -1454.014 -3.54433e-05
1686.47985612 0.942795379054 11.9776895792 6.31488940747 0.00188104301024 133.77 0.019162 0.34039 0.54303 0.00011562 736.262 -1462.524 -2.30756e-05
1496.18759232 0.95810208941 11.7662367221 5.35659317661 0.00176870240121 128.66 0.021589 0.43812 0.49776 0.00010549 737.834 -1465.668 -2.27367e-05
1589.03195514 0.979267011949 11.1924400684 5.23206951382 0.00196409241093 133.05 0.018275 0.33484 0.41548 0.00011523 808.625 -1607.25 -5.60481e-05
1590.18510741 0.972821214936 11.1002843686 5.15381785286 0.00171375417746 134.59 0.014926 0.30392 0.35892 0.00010768 634.228 -1258.456 -1.66288e-05
1417.89863919 0.946830817265 11.5127780994 5.69252393863 0.00175125183799 128.19 0.027296 0.44464 0.58352 0.00012389 481.054 -952.108 -0.000219815
1368.98703453 0.974361839079 11.8499561276 5.39963077158 0.00190194685556 123.8 0.018568 0.4474 0.49249 0.00012818 594.121 -1178.242 -1.52291e-05
1701.47223427 0.973486650224 10.9182697583 5.32375251076 0.00195562776528 141.94 0.016362 0.36429 0.4249 0.00012264 603.443 -1196.886 -5.13309e-05
1404.7591693 0.934772573586 12.4435697042 5.54211109866 0.00193413100535 121.35 0.021656 0.40001 0.46151 0.00011435 784.99 -1559.98 -1.7148e-05
1410.27129352 0.908025299308 12.327624546 6.27548548178 0.00177886513852 125.23 0.0266 0.46143 0.7259 0.00011421 606.189 -1202.378 -3.92982e-05
1679.65954477 0.954619536846 11.562530539 5.85340539217 0.00163867212577 134.07 0.021748 0.4283 0.5703 9.5107e-05 736.178 -1462.356 -3.57213e-06
1679.53071701 0.964749936268 11.2082949828 5.30648309537 0.0018832458093 138.61 0.018827 0.3438 0.41979 0.0001207 660.001 -1310.002 -1.06955e-05
1679.67779861 0.938714731994 11.6299308199 5.41116630041 0.00194043444091 137.16 0.018924 0.34083 0.43106 0.00010986 809.084 -1608.168 -5.5552e-05
1488.3218913 0.993653896683 10.9471393824 4.85284558828 0.00192144451461 130.64 0.012956 0.38303 0.38779 0.00012805 621.427 -1232.854 -1.84283e-05
1495.85580747 0.90112644986 12.5768585817 6.06271972347 0.00200352898716 127.9 0.028841 0.51071 0.75137 0.00011853 723.565 -1437.13 -1.62334e-05
1523.09952349 0.94445551891 12.2255182736 5.72115288079 0.00194771881401 128.69 0.023174 0.4154 0.5275 0.00012269 637.297 -1264.594 -9.03561e-05
1594.64189704 0.957898932776 11.6560271493 5.63952662426 0.00198739519841 129.96 0.016917 0.3412 0.43065 0.00011363 776.961 -1543.922 -4.45257e-05
1603.5373372 0.932563541821 11.3736509992 4.93237105562 0.00177498872822 143.22 0.023467 0.38323 0.41516 0.0001208 516.545 -1023.09 -3.29583e-05
1760.52453081 0.939797785358 11.2837724785 5.68399708245 0.00178041669185 141.13 0.026471 0.45727 0.55809 0.00011485 618.855 -1227.71 -6.35426e-05
1588.2662914 0.957684647063 11.3418576667 5.46124887388 0.00193906617985 133.94 0.01899 0.36117 0.41559 0.00012148 689.742 -1369.484 -1.15898e-05
1573.36298495 0.963317326502 12.0106271265 5.50024110287 0.00193925435155 130.87 0.022359 0.35885 0.49414 0.00011381 781.565 -1553.13 -9.75811e-06
1894.8298249 0.941221291488 11.2507672584 5.95157210564 0.00169394477334 146.28 0.020564 0.41323 0.53793 0.000103 732.534 -1455.068 -1.80734e-05
1594.78165462 0.957107481423 11.4766835578 6.13767253603 0.00204320105834 133.06 0.021642 0.38843 0.59721 0.00014664 590.327 -1170.654 -2.30532e-05
1721.21985669 0.918726677314 11.4130791551 6.46288475417 0.0020610983531 141.23 0.026042 0.40155 0.70909 0.0001306 610.571 -1211.142 -7.50753e-05
1540.62337512 0.948725091714 11.615114031 5.40277959787 0.00191907745251 131.13 0.020486 0.37172 0.45507 0.00012261 652.37 -1294.74 -5.56445e-06
1690.19588879 0.940950883257 11.3359530925 5.41666556489 0.00184613472287 137.25 0.02485 0.47665 0.56247 0.00010811 741.745 -1473.49 -3.89613e-05
1471.00651864 0.927811965914 11.5706430361 5.76269089662 0.00170049518911 128.05 0.028415 0.48578 0.64295 0.0001091 636.089 -1262.178 -2.35861e-05
