"D" "sigma" "z" "sigmatoa" "se.D" "se.sigma" "se.z" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1459.32754639 10.9772230272 4.51882333938 0.001910102351 127.08 0.30832 0.27194 0.00012448 650.5 -1293 -0.00022516
1689.40775284 10.7629884873 5.09087210008 0.00189528920204 139.9 0.28331 0.3342 0.00013063 632.537 -1257.074 -0.000125866
1571.0725861 10.0643028348 4.33250619254 0.00193587415439 144.83 0.30828 0.26582 0.00015576 426.788 -845.576 -4.77877e-05
1426.31160622 10.6062575512 4.31106470738 0.0020822038766 130.06 0.29843 0.25237 0.00013064 663.349 -1318.698 -9.507e-05
1612.15803843 10.7467388237 4.95389549519 0.00215391677337 136.89 0.31554 0.30007 0.00014784 657.098 -1306.196 -1.66546e-05
1594.65125314 10.1101674373 4.08249018197 0.00200117850543 141.73 0.42725 0.35589 0.00017826 643.141 -1278.282 -3.82046e-05
1692.18348314 10.3555760004 4.32271273253 0.00190736773567 142.81 0.28481 0.24985 0.00012247 643.766 -1279.532 -0.00157516
1820.50653817 10.3627414707 4.98461444606 0.00204103211207 147.79 0.24959 0.28563 0.00013232 691.295 -1374.59 -0.00140562
1692.16798802 9.66902396035 4.35962977785 0.00186018485394 149.55 0.25735 0.24662 0.00012927 514.588 -1021.176 -8.09364e-06
1386.63284086 11.4144428428 4.82402384732 0.00191136356157 122.7 0.32505 0.30201 0.00012302 676.461 -1344.922 -3.70869e-05
1421.81961224 10.8361380875 4.71542898198 0.00194158725456 123.71 0.26008 0.2671 0.00011553 773.125 -1538.25 -5.21493e-06
1204.24724368 11.0789529295 4.04307503188 0.0018746780817 114.21 0.30833 0.24831 0.00012133 717.767 -1427.534 -0.000913439
1678.903397 9.95932366683 4.73256030316 0.00197596301245 144.44 0.26513 0.28419 0.00013903 546.148 -1084.296 -2.18617e-06
1880.90020407 9.46167462766 4.77457586556 0.00206871742706 156.78 0.25704 0.28939 0.00014897 481.265 -954.53 -2.78973e-05
1445.55614389 10.9143768009 4.49018093892 0.00213162975584 129.15 0.31477 0.27774 0.00014917 696.716 -1385.432 -0.00301737
1650.43059454 10.2247724439 4.60619165732 0.00185988260952 140.22 0.25218 0.25312 0.00012114 667.553 -1327.106 -2.38443e-07
1516.27691464 10.0353971447 4.22560485984 0.00203790491812 140.53 0.30298 0.25176 0.00013541 590.7 -1173.4 -4.46223e-06
1278.55076677 10.2355332426 3.91495063665 0.00174198486069 125.35 0.29631 0.23959 0.00011345 572.32 -1136.64 -2.28225e-05
1558.7360857 10.5381077054 4.34325432858 0.00191941105858 135.82 0.28684 0.25721 0.0001346 640.287 -1272.574 -7.54372e-06
1438.42741991 11.1067423921 4.93905719787 0.00195703879277 127.66 0.31003 0.31303 0.00013063 567.563 -1127.126 -0.000300703
1446.98724627 10.9841583818 4.50118907597 0.00212047221761 127.25 0.3166 0.27352 0.00013267 678.942 -1349.884 -2.53233e-05
1575.45998128 10.8561794678 4.90218571768 0.00201748896015 134.97 0.27388 0.29665 0.0001209 698.857 -1389.714 -0.000154843
1655.57359062 10.3151357629 4.36118203461 0.00189513500917 140.25 0.27963 0.26956 0.00013074 759.394 -1510.788 -0.00720059
1490.58986414 10.1826691602 4.58003149947 0.00181628550442 135.04 0.27705 0.26788 0.00012219 575.651 -1143.302 -5.80703e-05
1316.3124515 11.1766010749 4.49194442194 0.00191613593489 119.57 0.30851 0.27435 0.00011577 762.282 -1516.564 -0.00027223
1577.33980181 10.0632388235 3.90829271713 0.00168954964872 146.13 0.29275 0.22051 0.00010941 561.741 -1115.482 -6.36529e-05
1724.80352751 10.2253790859 4.44233921345 0.00166750902679 143.23 0.25722 0.23999 0.00010127 748.992 -1489.984 -8.55973e-05
1418.32282009 10.7020241647 4.03415377912 0.00193109689071 128.69 0.29255 0.23134 0.00012093 708.239 -1408.478 -3.1178e-05
1574.71272526 10.9312319912 4.72582729485 0.00187063132219 132.81 0.27275 0.28611 0.00011742 685.624 -1363.248 -9.25536e-06
1215.19167389 9.98239097967 3.72693395922 0.00200478386612 124.2 0.27869 0.21625 0.00012887 699.915 -1391.83 -9.46311e-05
1620.02009643 10.6248684156 4.95823596883 0.00184989156721 136.96 0.25096 0.30062 0.00012158 684.578 -1361.156 -1.25558e-05
1542.7953367 10.0400967056 4.60167136439 0.00177290491799 140.78 0.44672 0.33948 0.00014685 456.325 -904.65 -1.67878e-05
1489.19639283 10.9480112541 4.76290606482 0.00212322481082 129.04 0.30366 0.31576 0.0001416 664.733 -1321.466 -1.31354e-05
1736.68733385 10.1425459621 5.45009807351 0.00190686929021 149.05 0.31109 0.38958 0.00014283 432.943 -857.886 -3.9067e-05
1343.67523974 10.3752394979 4.07012294667 0.00191949217581 127.32 0.31039 0.25225 0.0001343 511.045 -1014.09 -2.25428e-06
1494.31151575 10.634173202 4.50336085389 0.00201814236432 129.22 0.28095 0.2674 0.00013756 624.621 -1241.242 -0.000377641
1481.11533506 10.6213604444 4.35747706488 0.00186743386636 131.37 0.30636 0.27329 0.00012118 697.027 -1386.054 -1.83526e-06
1323.21333796 10.0704666141 4.23475321508 0.00212247712271 124.68 0.26481 0.24863 0.00014232 693.489 -1378.978 -0.00134333
1473.71086924 10.7260550053 4.62151503784 0.00177428483531 130.35 0.28425 0.27845 0.00011584 585.809 -1163.618 -3.65205e-05
1367.72564756 11.1377915934 4.70514111405 0.00206328330405 124.19 0.34875 0.3106 0.00013831 602.747 -1197.494 -0.00460309
1450.98115492 10.2706114235 4.08494022278 0.00193499979872 133.94 0.2737 0.23646 0.00012085 586.456 -1164.912 -0.000169134
1400.96586628 10.221262964 3.9084532017 0.00187444319621 133.47 0.30651 0.2476 0.00012838 594.953 -1181.906 -3.90687e-05
1514.12839538 9.89804045541 3.76450899029 0.00174313344084 137.63 0.26853 0.20166 0.00011643 573.168 -1138.336 -0.00215054
1407.19130287 10.7558911827 5.04451817272 0.00182600447316 126.06 0.34249 0.35328 0.00016065 623.27 -1238.54 -0.000236603
1591.76568763 10.6103857994 4.59773723786 0.00179942378843 135.17 0.26397 0.25355 0.00010962 720.716 -1433.432 -1.32177e-05
1556.68591967 10.424945727 4.58751180156 0.00189652155602 133.47 0.27183 0.27159 0.0001247 660.529 -1313.058 -2.70863e-05
1688.35469307 10.7430963076 4.86959374137 0.00189492978456 140.81 0.28607 0.31071 0.0001207 724.792 -1441.584 -0.00543006
1516.07987375 10.5328298621 4.3681828746 0.00195139305769 133.04 0.26447 0.25295 0.00013 686.441 -1364.882 -0.00941517
1573.63340385 10.4749959818 4.56709790242 0.00204129919899 137.18 0.28229 0.25995 0.00012681 729.94 -1451.88 -1.07365e-05
1442.52162937 11.3731227521 4.76363285443 0.00199653279817 127.29 0.32961 0.30564 0.00013315 535.648 -1063.296 -2.74901e-05
1475.05706337 9.77419294846 4.12666879325 0.00183684849818 137.51 0.27643 0.23846 0.00012585 551.907 -1095.814 -5.93468e-06
1578.95350349 11.1020133837 5.25469501099 0.00194753167092 132.53 0.2859 0.34976 0.00012151 626.106 -1244.212 -0.000760354
1797.97066143 10.3841919667 5.35769918986 0.00211143338535 146.34 0.25302 0.35631 0.00013131 664.877 -1321.754 -0.00431402
1675.67441769 10.1893861338 4.79589910797 0.00179876299332 141.3 0.24621 0.27521 0.00012384 599.997 -1191.994 -0.00224698
1646.27164055 9.8731138622 3.96563338092 0.00205355251604 143.13 0.26922 0.21326 0.00013393 713.516 -1419.032 -0.000119884
1563.7521081 9.56495972759 4.2238856341 0.0021918871363 148.23 0.30812 0.25339 0.00017775 375.988 -743.976 -5.09673e-05
1635.23766153 9.99755094423 4.13696760159 0.0019454878257 141.87 0.26513 0.24041 0.00011943 692.789 -1377.578 -0.00108824
1579.58997704 10.0348418526 4.27390176651 0.00182371452385 140.48 0.28343 0.26908 0.00012263 609.751 -1211.502 -0.00287497
1568.30304284 10.3301644143 4.52787241954 0.00215676584421 137.1 0.27638 0.26193 0.00014962 652.717 -1297.434 -6.12391e-06
1595.90167976 9.66613388597 4.63461667771 0.00199965554764 144.95 0.28621 0.29129 0.00015466 433.221 -858.442 -2.05239e-05
1596.40873574 11.1208796079 4.74580773829 0.00179924696538 131.26 0.26813 0.27036 0.00010519 809.215 -1610.43 -0.00105433
1493.43086916 9.98581749188 4.33561905446 0.00185930925801 138.52 0.25743 0.27478 0.00012629 604.541 -1201.082 -0.0211653
1447.56703471 10.1015422647 4.10068033221 0.00215992491046 138.18 0.32706 0.24033 0.00013729 650.994 -1293.988 -0.00187058
1279.56248622 10.3003171538 3.93706467359 0.00185051926653 122.95 0.28495 0.22441 0.00011469 636.647 -1265.294 -3.46779e-05
1674.52567284 10.3370095594 4.6385065027 0.00197266478485 143.32 0.25419 0.28279 0.00011551 733.307 -1458.614 -9.30785e-05
1579.23356245 10.3537244387 4.82657162684 0.0019075076315 137.75 0.27743 0.36152 0.00013696 753.362 -1498.724 -7.56115e-05
1346.12804815 10.9924587142 4.55203953133 0.00200552923343 122.25 0.31954 0.29108 0.0001362 577.565 -1147.13 -7.57536e-05
1495.23108941 11.2520798589 5.53278070403 0.00184192696511 125.85 0.28308 0.3545 0.00011734 661.331 -1314.662 -4.59963e-06
1570.43393522 10.2647966455 4.58018011526 0.00201551931975 139.49 0.322 0.27813 0.00014362 491.931 -975.862 -0.000772845
1616.46904223 10.3495796514 4.71829425725 0.00207610036689 139.3 0.28576 0.30281 0.00014257 612.259 -1216.518 -0.00114229
1757.05097308 10.3953119217 4.50699162852 0.00192284051323 142.86 0.2522 0.25187 0.00011303 852.525 -1697.05 -0.000261173
1420.26268236 11.1087908173 4.85738457457 0.00198224872149 126.57 0.32749 0.31963 0.00013488 570.252 -1132.504 -3.42556e-05
1734.92501011 10.7533969616 5.00837207453 0.00197587028926 139.95 0.2692 0.30588 0.00012203 728.473 -1448.946 -0.00227559
1473.22452372 10.3373956442 4.11894636397 0.00197198969819 133.04 0.28424 0.23532 0.00012229 671.381 -1334.762 -5.85964e-06
1351.21758868 10.5725795899 4.33600876401 0.00195026046308 125.43 0.29426 0.25841 0.00012792 609.278 -1210.556 -3.70206e-06
1502.16362845 9.64532385072 4.18240867105 0.00217722561699 140.11 0.27432 0.26635 0.00017039 541.677 -1075.354 -0.00142998
1515.17099029 10.614370085 4.23860958032 0.0018825802261 134.91 0.31962 0.25954 0.00013758 484.172 -960.344 -2.18056e-05
1141.65403173 11.0514576639 4.17701071018 0.00189167425565 114.03 0.36438 0.26652 0.00012815 500.92 -993.84 -0.000756205
1529.22155104 10.373183899 4.49646603467 0.00190065966385 134.14 0.26297 0.26616 0.00011626 670.067 -1332.134 -0.000802509
1479.67755948 9.98765475724 4.10257354273 0.00184035676605 134.92 0.26307 0.23172 0.00011614 672.353 -1336.706 -0.00239001
1498.68931642 10.704104325 4.84154855814 0.00187015006031 131.3 0.27686 0.31501 0.00012613 636.017 -1264.034 -3.66795e-06
1695.70544338 10.1703745715 4.59421285359 0.00203671526835 142.58 0.27007 0.26269 0.000136 671.374 -1334.748 -0.00796763
1639.02533097 10.1411667234 4.72390095761 0.00198127051519 140.73 0.23856 0.26592 0.00012896 687.025 -1366.05 -4.33113e-06
1522.51921866 10.2956497214 4.28278732783 0.00195654402896 136.47 0.27832 0.24321 0.00012703 606.188 -1204.376 -0.000807233
1546.6881719 10.5431236298 4.59796871421 0.00199351851578 135.78 0.28093 0.27999 0.00013141 559.422 -1110.844 -0.00010556
1517.29666168 10.8561626803 4.77242918096 0.00186241162382 133.05 0.28175 0.29284 0.00011481 622.679 -1237.358 -0.000451309
1471.37247074 11.2660293131 4.85133501362 0.00184899204551 128.47 0.34195 0.29281 0.00011861 577.373 -1146.746 -7.67177e-05
1438.27893614 10.9481867388 4.91592023196 0.00202927861264 126.5 0.29636 0.32443 0.00012895 727.283 -1446.566 -0.000128007
1461.29482168 10.9021274793 5.18454264731 0.00182751994205 126.12 0.28449 0.32898 0.00012444 624.217 -1240.434 -4.19357e-06
1542.1194658 10.3589487503 4.30679819315 0.00171608618754 136.27 0.28364 0.25195 0.00011183 565.512 -1123.024 -5.80982e-06
1508.32621502 10.2057590424 4.45999394949 0.00222314652962 139.79 0.35994 0.31768 0.00018944 472.366 -936.732 -0.000435079
1505.47990248 10.2947575562 4.18870557049 0.00192058583201 137.36 0.30131 0.2683 0.00013473 592.47 -1176.94 -0.000343887
1443.35502755 11.1454476023 5.12966509754 0.00209617137238 124.13 0.29128 0.33134 0.00013453 738.949 -1469.898 -0.00147317
1441.19565881 10.2364362559 4.05283323292 0.00195484298859 133.72 0.29701 0.23086 0.00013056 665.186 -1322.372 -3.26168e-06
1664.00077364 10.0292618635 4.74205383343 0.0019687437524 143.9 0.26385 0.28898 0.00013178 587.117 -1166.234 -2.12207e-06
1297.38292788 10.7911890267 3.99898853724 0.00182103918703 120.89 0.28259 0.23286 0.00010676 734.333 -1460.666 -0.000378813
1611.47393203 10.3940039399 4.20920631203 0.00203673686446 138.48 0.2958 0.24019 0.00012794 668.16 -1328.32 -5.76776e-05
1305.64958379 11.2751676386 5.01949467735 0.00189853680365 116.3 0.30799 0.32536 0.00012744 667.722 -1327.444 -1.40169e-05
1435.27971892 10.4617823289 4.26253670474 0.00194378957559 130.55 0.26576 0.2667 0.00013368 811.624 -1615.248 -0.000454452
1357.11871213 11.0008600246 4.21186401123 0.00213672493656 125.95 0.35982 0.26591 0.00014625 533.853 -1059.706 -3.65061e-05
1798.42985473 9.87181954094 4.48997457155 0.00203769607792 152.83 0.2474 0.2571 0.00013387 588.675 -1169.35 -0.000821575
1654.91419019 11.0258589696 5.44972990259 0.00199771611454 134.91 0.25703 0.33575 0.00011826 805.393 -1602.786 -3.08839e-05
1400.01674097 10.9902060031 4.56541491704 0.00233598541137 128.67 0.34096 0.29002 0.00014906 625.828 -1243.656 -0.000235074
1638.80414361 10.3504432671 4.9189628075 0.00190017999915 139.57 0.26454 0.3039 0.00013131 604.662 -1201.324 -0.000355495
1571.2792529 11.1441368779 4.98002305399 0.00194326448998 129.74 0.28403 0.29904 0.0001198 727.36 -1446.72 -7.42679e-05
1427.6013144 11.141137712 4.74799695046 0.0020141511201 127.31 0.31684 0.30803 0.00013369 540.418 -1072.836 -0.000970674
1415.29497269 10.9265166256 4.76405944471 0.00200160045089 123.96 0.29346 0.29316 0.00012204 720.904 -1433.808 -7.60417e-05
1841.84317214 10.5175615857 4.99946875547 0.00200500507044 145.2 0.24703 0.28376 0.0001239 801.777 -1595.554 -7.67336e-06
1399.20521744 10.1987478702 4.21978913842 0.00196300164291 129.75 0.26534 0.26266 0.00012403 777.092 -1546.184 -0.000304472
1473.51219204 10.1089171363 4.20601810545 0.00192740283021 137.52 0.27357 0.24197 0.00012363 606.334 -1204.668 -0.000601927
1661.09501087 9.97030117964 4.81772470468 0.00178436066974 141.81 0.25968 0.28692 0.00013932 542.171 -1076.342 -1.84313e-05
1626.53011291 11.0421776902 4.97945887072 0.00203219124482 132.08 0.26677 0.27897 0.0001223 836.34 -1664.68 -5.16061e-05
1608.24425164 10.4632451218 4.40548961583 0.00199084328727 139.17 0.28832 0.27455 0.00012018 736.206 -1464.412 -0.0106257
1774.11777022 10.3774784647 4.77585398459 0.00198428866902 143.3 0.22835 0.26714 0.00011642 884.832 -1761.664 -0.00509879
1475.36610709 10.8158186399 4.99549143114 0.00206489339646 128.01 0.28864 0.31584 0.00013971 614.111 -1220.222 -0.000109987
1678.42966142 10.57889462 4.76227497403 0.00189496476951 138.64 0.26793 0.27388 0.00011586 773.298 -1538.596 -1.27802e-05
1633.17600934 10.3996834725 4.52555378489 0.00189018040457 137.15 0.25282 0.2441 0.00011614 722.187 -1436.374 -0.000253202
1498.51507259 10.8377491118 4.68156530073 0.00206012190599 130.74 0.31362 0.27646 0.00013133 635.678 -1263.356 -0.00107764
1653.29875061 10.4061241875 4.36070307654 0.00184878448274 138.18 0.26376 0.24436 0.00012227 699.224 -1390.448 -0.00207744
1501.45338069 10.3013485796 4.72452528502 0.00188608620218 132.65 0.29396 0.29836 0.00013218 510.1 -1012.2 -0.00581563
1516.07065844 9.84724093543 4.03938167957 0.00200335008171 140.38 0.29413 0.22384 0.0001423 488.042 -968.084 -5.02042e-05
1544.82737295 10.1929029841 4.63270408224 0.00200607969063 135.95 0.28159 0.27352 0.00013087 746.852 -1485.704 -0.00128848
1528.68092562 9.72280436484 4.27665974508 0.0017811285646 146.79 0.30858 0.27865 0.00014683 356.999 -705.998 -0.000138137
1480.88986803 10.0071189056 4.26507464333 0.00214106717703 140.63 0.32295 0.26935 0.00015867 473.992 -939.984 -0.000333997
1557.04959265 10.5843220968 4.23242021853 0.00194341865112 135.77 0.27802 0.23797 0.00012066 662.066 -1316.132 -2.77588e-06
1557.48334533 11.2167512187 5.33916294442 0.00186326172832 127.47 0.24902 0.32597 0.0001041 906.079 -1804.158 -1.30718e-05
1717.41448882 10.0969162053 4.40427569072 0.00196732257104 144.75 0.25471 0.23973 0.00012191 653.796 -1299.592 -0.000449483
1417.5478979 10.0652310878 4.44872692438 0.00190005470644 131.25 0.28869 0.26264 0.0001318 534.489 -1060.978 -1.86012e-05
1483.02879357 10.5255431014 4.47390349417 0.00184270222967 131.97 0.29398 0.26713 0.00012223 603.989 -1199.978 -0.00109033
1630.48967506 10.1809224061 4.39146479407 0.00214239598424 146.37 0.31904 0.26926 0.00015312 489.66 -971.32 -9.02995e-07
1619.55423982 10.0289526178 4.37144954404 0.001770805209 141.07 0.25214 0.23354 0.00011195 630.052 -1252.104 -3.78081e-06
1680.81201317 10.7051029172 4.96816072545 0.00196030549755 138.83 0.27568 0.30201 0.00011978 722.852 -1437.704 -0.00223566
1600.24627515 11.1443254923 5.17144487197 0.0020985405102 132.68 0.28104 0.32474 0.0001302 693.107 -1378.214 -0.000280805
1533.97492678 10.2624798171 4.38191515447 0.00209483077731 138.55 0.30037 0.2582 0.00014125 566.67 -1125.34 -0.00145761
1595.7235393 9.79532075896 4.43194456263 0.0021954302319 144.96 0.3088 0.26706 0.00016533 426.823 -845.646 -0.00167735
1561.36712023 10.4187220499 4.90330990238 0.00202291316245 136.9 0.28122 0.29992 0.0001304 609.329 -1210.658 -0.00162988
1436.70503281 10.2370700902 4.156443128 0.00199308386483 135.51 0.29575 0.26873 0.00013608 493.408 -978.816 -8.17533e-05
1438.97318314 10.2523614114 4.21537160134 0.00202897673777 133.69 0.28526 0.25221 0.00013214 557.148 -1106.296 -0.0082272
1372.24462819 10.7422189189 4.04258252599 0.0020547961614 131.42 0.36655 0.25389 0.00013612 539.73 -1071.46 -0.000948027
1549.13764674 10.7376489974 4.66722323805 0.00186311536346 134.11 0.27975 0.27732 0.00011476 614.491 -1220.982 -7.42176e-05
1589.64028261 10.2621950688 4.75546126546 0.00190867534095 140.4 0.30414 0.3059 0.00014032 446.412 -884.824 -9.82075e-07
1434.71517084 10.5318118074 4.39928578494 0.00199857929154 131.77 0.30753 0.27965 0.00013845 588.623 -1169.246 -8.90746e-05
1398.61248727 11.146316285 4.7094166297 0.00198012314176 122.44 0.3023 0.28049 0.0001277 705.786 -1403.572 -5.21176e-05
1433.92923686 10.5346130568 4.20386758046 0.00183778166709 126.63 0.28002 0.23504 0.00011307 737.511 -1467.022 -0.00662413
1559.61869995 10.9955209931 4.62500735519 0.00182024021227 136.49 0.33741 0.29235 0.0001274 477.544 -947.088 -0.00092498
1573.63658391 9.97740892434 4.23546370304 0.00195759269149 142.33 0.28876 0.24668 0.00014402 540.136 -1072.272 -2.27113e-05
1303.22985325 10.5441762073 4.10370138334 0.00202131110455 124.96 0.29474 0.24149 0.00013132 590 -1172 -1.56803e-05
1336.61206326 11.093703517 4.6437341853 0.00206039614826 120.95 0.32947 0.30046 0.00013112 638.331 -1268.662 -4.75884e-05
1672.68504396 10.5398092849 4.33996807035 0.00210593386817 139.27 0.25819 0.23378 0.00011978 824.541 -1641.082 -0.00302732
1470.6847356 10.7045726439 4.1410284232 0.00184811648867 128.9 0.28375 0.22831 0.00011296 723.012 -1438.024 -0.00441192
1388.80949558 10.6567824336 4.34795814125 0.00224251534112 128.31 0.31362 0.25765 0.00014528 616.422 -1224.844 -0.00830672
1616.50661186 10.2214541765 4.07462778416 0.00197625494571 142.62 0.26151 0.22362 0.00012109 707.519 -1407.038 -5.70649e-06
1522.44344467 10.6028842247 4.85048046427 0.00191741879535 132.06 0.28512 0.2993 0.0001241 676.792 -1345.584 -0.00162999
1660.88645305 11.1881272312 5.01113318153 0.00189197957818 133.06 0.29106 0.29692 0.00011159 792.49 -1576.98 -1.63299e-05
1599.36442486 9.52485404403 4.19303489786 0.00204994589391 152.2 0.31802 0.30137 0.00018036 394.54 -781.08 -0.000687952
1706.70281331 10.6491002429 4.75248345208 0.00188355332171 138.16 0.26971 0.25942 0.00011774 772.697 -1537.394 -0.000738196
1370.44498992 10.3440645092 4.07651124173 0.00189475911431 129.15 0.29966 0.23872 0.00012041 629.603 -1251.206 -0.00263492
1333.94198766 10.1153081507 3.93852061544 0.00182525231761 127.04 0.28331 0.21836 0.00011916 667.301 -1326.602 -7.33657e-06
1503.97831518 11.109302446 4.53179973644 0.00192259455405 130.21 0.33242 0.26327 0.00011491 793.188 -1578.376 -0.00449338
1448.90265407 10.9096464943 4.43064500651 0.00181151719025 126.96 0.29249 0.25463 0.00011521 609.288 -1210.576 -1.32168e-06
1407.59884562 11.0555901217 4.84164534702 0.00193503354255 126.69 0.33594 0.31918 0.00013642 628.648 -1249.296 -3.09821e-06
1758.60902079 10.2077713275 4.38762004548 0.00198731354397 148.53 0.29357 0.25435 0.000137 563.803 -1119.606 -1.43344e-05
1475.04929381 10.5210076036 4.84182850235 0.00202788457421 127.48 0.26111 0.29048 0.00013081 727.533 -1447.066 -0.000392881
1288.39030535 11.1085888899 4.47687693529 0.0019457985983 119.1 0.29678 0.28768 0.00013227 561.52 -1115.04 -0.000514115
1653.12142751 10.0051917725 4.62818934984 0.00187114675703 141.64 0.23516 0.25303 0.00012464 741.163 -1474.326 -0.000187684
1389.78985453 10.9444051178 4.46668205151 0.00200715934762 123.81 0.27969 0.25747 0.00012683 776.166 -1544.332 -0.00487416
1385.87823764 10.6328800964 4.05574234379 0.00175256819617 127.68 0.28721 0.23089 0.00011647 764.493 -1520.986 -0.00110244
1513.33211952 10.2275489311 4.33237454529 0.00203143633294 134.4 0.24617 0.24768 0.00012691 732.612 -1457.224 -7.51078e-06
1587.90971811 9.82747423774 4.45604074005 0.0018219995231 139.81 0.25324 0.25129 0.00012177 627.719 -1247.438 -2.26723e-06
1462.44312965 10.5140542977 4.46219012256 0.00207505511815 132.25 0.31453 0.32088 0.00014585 622.187 -1236.374 -0.00111821
1480.85604115 10.7009062081 4.52949392072 0.00214739930239 128.07 0.28816 0.25953 0.00013462 692.088 -1376.176 -0.00272201
1416.64725669 10.1023847555 3.83291106589 0.00189791174047 135.41 0.32131 0.21788 0.00012919 554.52 -1101.04 -0.00135662
1711.33681301 10.1884328932 4.29580812801 0.00189541468283 143.08 0.2348 0.2319 0.00011703 794.73 -1581.46 -1.11912e-05
1533.61376564 10.6749133141 5.35610101072 0.00212093802894 131.21 0.28022 0.36766 0.00013894 649.192 -1290.384 -9.99497e-05
1438.71557785 10.4691220747 4.53704078832 0.00195265112583 131.11 0.30034 0.28747 0.00013567 549.961 -1091.922 -0.000298266
1534.91468405 10.4098009567 4.2993824268 0.00191951869824 136.66 0.27558 0.23914 0.0001099 683.045 -1358.09 -1.3299e-06
1374.16504592 10.6893711532 4.34085079806 0.00193517157402 126.19 0.33051 0.25139 0.00012104 630.185 -1252.37 -0.00066975
1829.77412979 10.347472459 4.86922455528 0.00201742222712 149.16 0.24711 0.29555 0.00013751 669.195 -1330.39 -1.62718e-05
1724.75685932 10.3804507571 4.70452263719 0.0021654897401 142.2 0.24514 0.26814 0.00013914 751.509 -1495.018 -3.76386e-06
1611.85212486 10.18072382 4.25297962715 0.00184167202515 140.29 0.27539 0.24443 0.00012863 687.528 -1367.056 -4.29295e-05
1717.52588162 10.8073502413 4.83267586759 0.00199920040607 138.95 0.2631 0.2789 0.0001256 752.76 -1497.52 -8.43842e-05
1773.44196496 9.63224733254 4.31272495466 0.0021798050488 155.09 0.27802 0.24801 0.00016018 509.352 -1010.704 -5.91483e-05
1601.27337557 10.4906974038 5.26428766306 0.00201176159368 137.05 0.30599 0.33448 0.0001495 504.39 -1000.78 -0.000373592
1632.83987471 10.4745103182 4.89637622705 0.00186722088093 137.03 0.26469 0.31366 0.00012183 707.147 -1406.294 -0.00157106
1380.32793222 10.9981339764 4.35568889474 0.0019052891456 123.74 0.32237 0.26334 0.00012405 592.144 -1176.288 -0.00187074
1640.82369715 10.656175482 4.71618997654 0.0021457621147 140.8 0.40635 0.45315 0.00018839 838.867 -1669.734 -0.000484295
1535.30527603 10.7439291672 4.94794153993 0.00209068918282 130.55 0.2576 0.3043 0.00012719 726.779 -1445.558 -0.00194457
1656.79038174 10.6392458239 4.52658195095 0.00191357743425 136.99 0.27045 0.2742 0.00012684 795.327 -1582.654 -1.20722e-05
1488.82125604 10.6222754523 4.18117458582 0.00216262437017 133.3 0.32372 0.25772 0.00014803 719.923 -1431.846 -0.00017459
1616.66215628 11.0371926425 5.10763015107 0.00212680963825 139.66 0.34134 0.3275 0.00014125 569.151 -1130.302 -4.33661e-05
1630.82401116 10.048386887 4.1963610182 0.00201738800524 140.79 0.2793 0.23572 0.00014434 682.683 -1357.366 -0.012936
1547.11678416 10.4091430945 4.38041169325 0.00194324104158 136.57 0.28041 0.26191 0.0001257 705.728 -1403.456 -0.000991981
1651.210985 10.1815069509 4.59694160303 0.0019369971413 142.68 0.3173 0.30983 0.00014618 596.695 -1185.39 -0.00491194
1611.86066252 10.4163600876 5.12540688579 0.00218044632924 136.94 0.2679 0.3211 0.00015038 620.529 -1233.058 -6.7531e-05
1696.97449993 10.5262017547 4.42278240562 0.00201620700862 144.74 0.26194 0.25383 0.00012542 717.591 -1427.182 -0.00184569
1576.77633432 11.2398019033 4.76914228129 0.00192375846344 131.28 0.31839 0.28901 0.00011962 656.392 -1304.784 -0.000160781
1375.58762003 10.268818767 4.39811498753 0.0019414477917 127.74 0.29956 0.25751 0.0001363 555.526 -1103.052 -1.14647e-05
1435.98769799 9.96751858435 4.38864492376 0.0019886615718 133.3 0.30353 0.26238 0.00015242 539.505 -1071.01 -0.000145495
1540.49289854 10.5065514851 4.26363524549 0.00205092828214 134.41 0.32494 0.24326 0.00013025 810.017 -1612.034 -0.000701902
1482.714205 10.3858731248 4.1994429111 0.00210049165793 137.4 0.30475 0.24479 0.0001348 568.807 -1129.614 -0.00140862
1347.1437803 9.55566099801 3.9896481135 0.00217282618019 137.39 0.31815 0.23891 0.00017005 348.791 -689.582 -2.30533e-06
1497.88973407 10.3254664471 4.56775172586 0.00188645833292 133.93 0.25519 0.26166 0.00012888 629.767 -1251.534 -0.000268765
1617.46751279 10.8588963357 5.11828625516 0.0021354809156 135.02 0.27013 0.33459 0.00013611 715.773 -1423.546 -0.00876763
1476.34357812 10.6956162918 4.58190583191 0.00170745749764 131.25 0.28738 0.27092 0.0001176 593.898 -1179.796 -2.30547e-05
1652.17495725 10.3709873233 4.68737599238 0.00187200087456 141.69 0.27443 0.27319 0.00011587 651.136 -1294.272 -8.28848e-05
1291.95717801 10.4747461858 4.30832075353 0.00159200639785 120.42 0.26571 0.24815 9.814e-05 700.31 -1392.62 -0.000256638
1369.75348369 10.8489000909 4.30224288019 0.00194180273575 123.65 0.32549 0.26336 0.00011503 764.963 -1521.926 -0.000408707
1593.11984394 10.7574330333 4.36725884723 0.00211352080878 137.37 0.28479 0.24859 0.00013135 708.901 -1409.802 -0.000509341
